"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","moduleColor","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"104","galactoside 2-alpha-L-fucosyltransferase 2-like","rna-XM_069256704.1",11.2905829136633,11.5512507870228,11.517383490281,11.3753645599593,1.02308719358007,0.965381223985094,"frontloaded","XM_022483288.1","magenta","galactoside 2-alpha-L-fucosyltransferase 2-like","LOC111134347","cvn:111134347"
"105","galectin-4-like","rna-XM_069284733.1",11.3892062631275,11.7466133159556,11.6381137617298,11.6801280990731,1.03138120818702,0.973073831663955,"frontloaded","XM_022468590.1","pink","galectin-4-like","LOC111125115","cvn:111125115"
"106","gamma-tubulin complex component 6-like","rna-XM_069267581.1",11.3660959049755,11.4766022338439,11.48385496672,11.4953361230658,1.0097224526163,0.991361301725746,"frontloaded","XM_022487895.1","magenta","gamma-tubulin complex component 6-like","LOC111136780","cvn:111136780"
"107","GATA zinc finger domain-containing protein 1-like","rna-XM_069248137.1",11.2940252524548,11.3489196730537,11.2377298953707,11.2502256833338,1.00486048325303,0.996269597788862,"frontloaded","XM_022434487.1","magenta","GATA zinc finger domain-containing protein 1-like","LOC111101857","cvn:111101857"
"108","general transcription factor IIF subunit 2-like","rna-XM_069249232.1",11.2669855483301,11.3055177298247,11.2642180597867,11.2910041774966,1.00341991931465,0.998961614759733,"frontloaded","XM_022486179.1","magenta","general transcription factor IIF subunit 2-like","LOC111135800","cvn:111135800"
"109","glutamine synthetase-like","rna-XM_069263435.1",12.2588307130578,12.4897856939353,12.3191214775371,12.4466639389069,1.01883988663221,0.991670255595236,"frontloaded","XM_022466657.1","pink","glutamine synthetase-like","LOC111123929","cvn:111123929"
"110","glutaredoxin-2, mitochondrial-like","rna-XM_069280636.1",11.4172272528906,11.5700693620949,11.5556819811032,11.5806083706323,1.01338697267024,0.988918443623899,"frontloaded","XM_022474561.1","magenta","glutaredoxin-2, mitochondrial-like","LOC111128742","cvn:111128742"
"111","glutathione reductase, mitochondrial-like","rna-XM_069248120.1",11.2383484538373,11.4487644881648,11.3468893818647,11.3839708551777,1.01872303881588,0.984828994307202,"frontloaded","XM_022479751.1","magenta","glutathione reductase, mitochondrial-like","LOC111132090","cvn:111132090"
"112","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","rna-XM_069249856.1",11.5046002611393,11.6700058451202,11.6132449321158,11.4815123440054,1.01437734299554,0.974643904527852,"frontloaded","XM_022469556.1","pink","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","LOC111125589","cvn:111125589"
"113","glycylpeptide N-tetradecanoyltransferase 2-like","rna-XM_069254992.1",11.3727851710578,11.5592653137315,11.7034019279027,11.401016358264,1.01639705137034,0.958446889204045,"frontloaded","XM_022449890.1","pink","glycylpeptide N-tetradecanoyltransferase 2-like","LOC111112411","cvn:111112411"
"114","growth arrest-specific protein 8-like","rna-XM_069257174.1",12.4793446804001,12.6840785948461,12.5899775898572,12.7018530293104,1.01640582255634,0.992601625240586,"frontloaded","XM_022490249.1","pink","growth arrest-specific protein 8-like","LOC111138334","cvn:111138334"
"115","growth/differentiation factor 8-like","rna-XM_069255429.1",11.3379168246215,11.6637246588475,11.5773709191722,11.4053563182762,1.02873612844985,0.957623771006602,"frontloaded","XM_022454401.1","magenta","growth/differentiation factor 8-like","LOC111115607","cvn:111115607"
"116","GTPase IMAP family member 4-like","rna-XM_069258994.1",11.6018593335312,11.7199426422415,11.7098128585294,11.692764130195,1.01017796417932,0.988483317040751,"frontloaded","XM_022459882.1","pink","GTPase IMAP family member 4-like","LOC111119582","cvn:111119582"
"117","heat shock protein 75 kDa, mitochondrial-like","rna-XM_069273587.1",11.690793674278,11.8528175561766,11.7330744013278,11.755617722746,1.0138591002812,0.988225432829114,"frontloaded","XM_022466076.1","magenta","heat shock protein 75 kDa, mitochondrial-like","LOC111123621","cvn:111123621"
"118","helicase SKI2W-like","rna-XM_069265285.1",11.7062189895667,11.7902795874846,11.7845548419576,11.7753656575703,1.00718084959736,0.992096141736825,"frontloaded","XM_022465315.1","magenta","helicase SKI2W-like","LOC111123162","cvn:111123162"
"119","histone acetyltransferase KAT7-like","rna-XM_069283612.1",11.7648103724194,11.8436825613571,11.8824620293947,11.8103748267335,1.00670407651641,0.987314280436195,"frontloaded","XM_022486626.1","pink","histone acetyltransferase KAT7-like","LOC111136050","cvn:111136050"
"120","histone H1-delta-like","rna-XM_069281759.1",12.7497968562287,12.8357012882268,12.9382227977347,12.8125572623238,1.00673770986054,0.983659651204493,"frontloaded","XM_022479377.1","magenta","histone H1-delta-like","LOC111131719","cvn:111131719"
"121","intraflagellar transport protein 122 homolog","rna-XM_069286591.1",11.3936442850306,11.6843802674626,11.4951115020709,11.5556425363571,1.02551738277576,0.980252332634879,"frontloaded","XM_022444881.1","pink","intraflagellar transport protein 122 homolog","LOC111108798","cvn:111108798"
"122","intraflagellar transport protein 74 homolog","rna-XM_069271324.1",11.8781482583972,11.9614224400985,11.8802297577319,11.945048367582,1.0070107040163,0.998456126048767,"frontloaded","XM_022463423.1","magenta","intraflagellar transport protein 74 homolog","LOC111121925","cvn:111121925"
"123","intraflagellar transport protein 80 homolog","rna-XM_069248395.1",11.9126481385547,12.0446054208481,11.9672041425751,11.9780136155845,1.01107707377559,0.989937645676475,"frontloaded","XM_022490376.1","pink","intraflagellar transport protein 80 homolog","LOC111138421","cvn:111138421"
"124","intraflagellar transport protein 81 homolog","rna-XM_069249235.1",11.8586068796146,11.9790169951051,11.9167980989873,11.9374016527981,1.01015381627141,0.991659818876852,"frontloaded","XM_022432732.1","pink","intraflagellar transport protein 81 homolog","LOC111100645","cvn:111100645"
"125","intraflagellar transport protein 88 homolog","rna-XM_069286098.1",11.2779726918943,11.4188208977027,11.461905740853,11.5273303634098,1.01248878762667,0.993302857202457,"frontloaded","XM_022437337.1","pink","intraflagellar transport protein 88 homolog","LOC111103820","cvn:111103820"
"126","intron-binding protein aquarius-like","rna-XM_069270258.1",11.2307425138573,11.4703627585832,11.3536996235732,11.3792855844497,1.02133609994444,0.981316077222187,"frontloaded","XM_022458806.1","magenta","intron-binding protein aquarius-like","LOC111119018","cvn:111119018"
"127","inversin-B-like","rna-XM_069261286.1",11.605648650522,12.0184338673241,11.773445051338,11.9237048145754,1.03556761274033,0.977978247853434,"frontloaded","XM_022476128.1","magenta","inversin-B-like","LOC111129666","cvn:111129666"
"128","IQ and AAA domain-containing protein 1-like","rna-XM_069285613.1",12.6183398472182,12.8590816380457,12.7055267770182,12.7682311647558,1.01907872142789,0.986121272611577,"frontloaded","XM_022442290.1","pink","IQ and AAA domain-containing protein 1-like","LOC111107208","cvn:111107208"
"129","IQ and ubiquitin-like domain-containing protein","rna-XM_069244964.1",12.2356936511196,12.4072386590941,12.3513238234633,12.359134439798,1.01402004764633,0.986797423884274,"frontloaded","XM_022446148.1","magenta","IQ and ubiquitin-like domain-containing protein","LOC111109886","cvn:111109886"
"130","IQ domain-containing protein D-like","rna-XM_069279542.1",12.0725001616029,12.2125102257799,12.1272472716779,12.1962979625465,1.0115974373413,0.994164091275187,"frontloaded","XM_022486658.1","pink","IQ domain-containing protein D-like","LOC111136070","cvn:111136070"
"131","IQ domain-containing protein G-like","rna-XM_069248724.1",12.099377942121,12.3323636924634,12.1761211746759,12.2489242714434,1.01925601063599,0.986973988247175,"frontloaded","XM_022434413.1","pink","IQ domain-containing protein G-like","LOC111101808","cvn:111101808"
"132","kelch-like protein 24","rna-XM_069246362.1",11.6256943822833,11.8459697115442,11.7766397960215,11.782948920859,1.01894728366476,0.981930810566787,"frontloaded","XM_022451602.1","pink","kelch-like protein 24","LOC111113369","cvn:111113369"
"133","KICSTOR complex protein kaptin-like","rna-XM_069261913.1",11.4890821782643,11.5846816255742,11.5061165876461,11.5103149278314,1.00832089507469,0.992109638781891,"frontloaded","XM_022479527.1","pink","KICSTOR complex protein kaptin-like","LOC111131811","cvn:111131811"
"134","kinesin-like protein KIF28P","rna-XM_069265793.1",12.2819341734784,12.5512901669442,12.3381544579854,12.4072949582838,1.02193107287999,0.984023113360924,"frontloaded","XM_022467790.1","pink","kinesin-like protein KIF28P","LOC111124684","cvn:111124684"
"135","kinesin-like protein KIF9","rna-XM_069251337.1",12.1912114092603,12.3126569708273,12.2310063839947,12.2189661882859,1.00996173042121,0.989161837007114,"frontloaded","XM_022464753.1","pink","kinesin-like protein KIF9","LOC111122805","cvn:111122805"
"136","kinesin heavy chain-like","rna-XM_069255470.1",12.0266581321122,12.0997642878231,12.0409358417068,12.0800071978259,1.00607867579737,0.99718332289844,"frontloaded","XM_022449927.1","pink","kinesin heavy chain-like","LOC111112439","cvn:111112439"
"137","L-2-hydroxyglutarate dehydrogenase, mitochondrial-like","rna-XM_069260459.1",11.4524223141131,11.5296208424609,11.3641263251159,11.3822097845679,1.00674080349383,0.994884951861892,"frontloaded","XM_022476355.1","magenta","L-2-hydroxyglutarate dehydrogenase, mitochondrial-like","LOC111129864","cvn:111129864"
"138","L-threonine 3-dehydrogenase, mitochondrial-like","rna-XM_069271134.1",12.2600409716339,12.5372583517761,12.4920434101817,12.592196262148,1.02261145625726,0.985728572899064,"frontloaded","XM_022461236.1","pink","L-threonine 3-dehydrogenase, mitochondrial-like","LOC111120495","cvn:111120495"
"139","laccase-2-like","rna-XM_069285022.1",11.2225461170471,11.4558115153515,11.5639174968749,11.5463781427655,1.02078542568429,0.978151963877346,"frontloaded","XM_022444387.1","magenta","laccase-2-like","LOC111108474","cvn:111108474"
"140","laccase-2-like","rna-XM_069285351.1",11.2875115364437,11.606235814335,11.5868943097159,11.8121118376993,1.02823689498453,0.991442020168279,"frontloaded","XM_022444387.1","pink","laccase-2-like","LOC111108474","cvn:111108474"
"141","leucine-rich repeat-containing protein 23-like","rna-XM_069262244.1",11.978326347387,12.0410891479254,11.9850137050115,11.9894485074088,1.00523969699257,0.995155714575266,"frontloaded","XM_022483230.1","pink","leucine-rich repeat-containing protein 23-like","LOC111134314","cvn:111134314"
"142","leucine-rich repeat-containing protein 34-like","rna-XM_069264998.1",11.7693241740253,12.0454107611677,11.8748805257316,11.7500121082656,1.02345815129739,0.966805196476177,"frontloaded","XM_022481270.1","pink","leucine-rich repeat-containing protein 34-like","LOC111133152","cvn:111133152"
"143","leucine-rich repeat-containing protein 45-like","rna-XM_069267921.1",11.7760058964118,11.8416914367557,11.8066146201222,11.7866126341825,1.00557791333681,0.992768290622592,"frontloaded","XM_022461330.1","pink","leucine-rich repeat-containing protein 45-like","LOC111120536","cvn:111120536"
"144","leucine-rich repeat-containing protein 59-like","rna-XM_069272693.1",11.7254916271617,11.764210848776,11.8133918245797,11.7102031528485,1.00330214057077,0.988002587113414,"frontloaded","XM_022464382.1","magenta","leucine-rich repeat-containing protein 59-like","LOC111122590","cvn:111122590"
"145","leucine-rich repeat-containing protein 73-like","rna-XM_069262027.1",11.3461701887598,11.4265510080557,11.420134995022,11.4351444266177,1.00708440098805,0.994270484657773,"frontloaded","XM_022477847.1","pink","leucine-rich repeat-containing protein 73-like","LOC111130668","cvn:111130668"
"146","leucine-rich repeat-containing protein 74B-like","rna-XM_069260244.1",11.5826273628743,11.713634890944,11.6167926632612,11.7312683493962,1.01131069177704,0.998559924551967,"frontloaded","XM_022476129.1","pink","leucine-rich repeat-containing protein 74B-like","LOC111129667","cvn:111129667"
"147","leucine-rich repeat-containing protein 74B-like","rna-XM_069261820.1",11.5814568784841,11.743411933876,11.7950947133323,11.5158361179169,1.01398399675371,0.962859550416519,"frontloaded","XM_022476522.1","pink","leucine-rich repeat-containing protein 74B-like","LOC111129962","cvn:111129962"
"148","leucine-rich repeat and coiled-coil domain-containing protein 1-like","rna-XM_069256261.1",11.4935151263229,11.5208912933718,11.480723263469,11.4874847803362,1.00238187941182,0.998211326194245,"frontloaded","XM_022484017.1","magenta","leucine-rich repeat and coiled-coil domain-containing protein 1-like","LOC111134709","cvn:111134709"
"149","leucine-rich repeat and death domain-containing protein 1-like","rna-XM_069251596.1",11.5440734291621,11.7180973184878,11.5679850879523,11.5974387692592,1.01507473860016,0.987657459529445,"frontloaded","XM_022471202.1","pink","leucine-rich repeat and death domain-containing protein 1-like","LOC111126510","cvn:111126510"
"150","leucine-rich repeat and guanylate kinase domain-containing protein-like","rna-XM_069286319.1",11.7892413424294,11.8538544235525,11.7691353832901,11.8059030925417,1.00548068185614,0.997656242579571,"frontloaded","XM_022440591.1","pink","leucine-rich repeat and guanylate kinase domain-containing protein-like","LOC111106068","cvn:111106068"
"151","lysine-specific histone demethylase 1A-like","rna-XM_069272504.1",11.3105982474569,11.3914546100564,11.400373265317,11.4177219968687,1.00714872554311,0.994412983236876,"frontloaded","XM_022437033.1","magenta","lysine-specific histone demethylase 1A-like","LOC111103635","cvn:111103635"
"152","lysosomal aspartic protease-like","rna-XM_069276502.1",12.2144879146668,12.3295831064893,12.256758894347,12.3134100842173,1.00942284217125,0.99524400951219,"frontloaded","XM_022482000.1","pink","lysosomal aspartic protease-like","LOC111133529","cvn:111133529"
"153","methionine aminopeptidase 1-like","rna-XM_069269079.1",11.3044132599161,11.468835446627,11.4600435369516,11.2567260103531,1.01454495540197,0.968176489077857,"frontloaded","XM_022461849.1","pink","methionine aminopeptidase 1-like","LOC111120850","cvn:111120850"
"154","methylmalonyl-CoA mutase, mitochondrial-like","rna-XM_069255120.1",11.7798011263764,11.8290164978206,11.7981447020913,11.8306794689003,1.0041779458682,0.998585580703329,"frontloaded","XM_022453426.1","pink","methylmalonyl-CoA mutase, mitochondrial-like","LOC111114899","cvn:111114899"
"155","microtubule-associated protein 9-like","rna-XM_069256785.1",11.3501401475583,11.5568098069263,11.5152295580483,11.5167272919541,1.01820855572541,0.982244806194409,"frontloaded","XM_022489744.1","magenta","microtubule-associated protein 9-like","LOC111137999","cvn:111137999"
"156","microtubule-associated protein 9-like","rna-XM_069283714.1",12.172933923806,12.2909702740975,12.2372616588448,12.2406802858792,1.00969662293662,0.990673177834509,"frontloaded","XM_022432564.1","magenta","microtubule-associated protein 9-like","LOC111100563","cvn:111100563"
"157","mitochondrial import receptor subunit TOM70-like","rna-XM_069259614.1",11.8283609198451,11.9349077109365,11.8677308301875,11.9364054875354,1.00900773926442,0.996807687550138,"frontloaded","XM_022472107.1","magenta","mitochondrial import receptor subunit TOM70-like","LOC111127090","cvn:111127090"
"158","mitogen-activated protein kinase 14A-like","rna-XM_069244978.1",12.2928195638491,12.3651988231972,12.2733832408128,12.3128414812618,1.00588792985793,0.997342660423189,"frontloaded","XM_022444663.1","magenta","mitogen-activated protein kinase 14A-like","LOC111108651","cvn:111108651"
"159","monocyte to macrophage differentiation factor 2-like","rna-XM_069268117.1",11.8337010860959,11.8741281123932,11.8782640518645,11.8708344625521,1.00341626224992,0.995972020680969,"frontloaded","XM_022457522.1","pink","monocyte to macrophage differentiation factor 2-like","LOC111118188","cvn:111118188"
"160","mucin-16-like","rna-XM_069255385.1",11.4285857159064,12.2796262768053,11.616431954055,11.9226752952753,1.07446595598565,0.955230771109753,"frontloaded","XM_022452309.1","magenta","mucin-16-like","LOC111114019","cvn:111114019"
"161","mucin-16-like","rna-XM_069255386.1",11.2936700670917,12.0437888108183,11.5768526176444,12.1055758738027,1.06641939593333,0.98054361100685,"frontloaded","XM_022452309.1","pink","mucin-16-like","LOC111114019","cvn:111114019"
"162","myelin expression factor 2-like","rna-XM_069276153.1",12.2307540292338,12.3849572759401,12.3376036112858,12.3507169325045,1.01260782829396,0.988598790451088,"frontloaded","XM_022489450.1","pink","myelin expression factor 2-like","LOC111137796","cvn:111137796"
"163",NA,"gene-LOC138308580",11.4408603641127,11.5530497791366,11.3947567894831,11.449932414188,1.00980602956888,0.995084367422878,"frontloaded",NA,"magenta",NA,NA,NA
"164",NA,"gene-LOC138311468",11.2843833325274,11.4282657733705,11.298967931021,11.3186731199826,1.01275058074537,0.989131974210975,"frontloaded",NA,"magenta",NA,NA,NA
"165",NA,"gene-LOC138313607",11.5792295509947,11.6932709456579,11.662814277169,11.6930122092298,1.00984878952101,0.992811260025096,"frontloaded",NA,"pink",NA,NA,NA
"166",NA,"gene-LOC138313630",11.543795603806,11.6237654160432,11.5266427434361,11.5829143290334,1.00692751456989,0.997968430389028,"frontloaded",NA,"magenta",NA,NA,NA
"167",NA,"gene-LOC138320497",11.4469636413208,11.6496837937939,11.6121979058882,11.5519852174331,1.01770951309231,0.977503590919425,"frontloaded",NA,"magenta",NA,NA,NA
"168",NA,"gene-LOC138322247",11.2956267383577,11.5037857729171,11.5390361102267,11.4287877245604,1.01842828551094,0.972523671791222,"frontloaded",NA,"pink",NA,NA,NA
"169",NA,"gene-LOC138323004",11.7426455855819,11.8488154139842,11.8009081979512,11.8160196841724,1.00904138915107,0.992308686871906,"frontloaded",NA,"pink",NA,NA,NA
"170",NA,"gene-LOC138323359",12.552377978616,12.6141059520716,12.5567627951886,12.5985623195605,1.00491763182727,0.998418988588123,"frontloaded",NA,"pink",NA,NA,NA
"171",NA,"gene-LOC138324101",11.3276320612824,11.6369527322102,11.3813427642291,11.2597639846739,1.02730673712338,0.963020757478694,"frontloaded",NA,"pink",NA,NA,NA
"172",NA,"gene-LOC138326398",11.322187986589,11.4463322404069,11.4073852687688,11.4393348309117,1.01096468756436,0.991924635029785,"frontloaded",NA,"pink",NA,NA,NA
"173",NA,"gene-LOC138326759",11.2745972388658,11.4816357750706,11.3108207752114,11.4563768788751,1.0183632755848,0.994604550665056,"frontloaded",NA,"magenta",NA,NA,NA
"174",NA,"gene-LOC138327609",11.4911185358571,11.533200643084,11.5309092081197,11.5266940583376,1.00366214194863,0.995987001971823,"frontloaded",NA,"pink",NA,NA,NA
"175",NA,"gene-LOC138331347",12.1936111656454,12.298380692509,12.1917155842524,12.2201676084485,1.00859216563824,0.993794867729066,"frontloaded",NA,"pink",NA,NA,NA
"176",NA,"gene-LOC138334953",11.2743888605723,11.4638406032189,11.3703608689112,11.5170316772701,1.0168037261256,0.996160194743836,"frontloaded",NA,"magenta",NA,NA,NA
"177",NA,"gene-LOC138334972",12.0409006514307,12.0941574395887,12.0177847324203,12.0451927760844,1.00442299041407,0.997867067142791,"frontloaded",NA,"magenta",NA,NA,NA
"178",NA,"gene-LOC138336909",11.5564197822257,11.5799193722827,11.6095238737641,11.562070240512,1.00203346628972,0.993891480638778,"frontloaded",NA,"magenta",NA,NA,NA
"179",NA,"rna-XM_069245071.1",11.7378102937225,11.944026457442,11.8926031745614,11.9017959627872,1.0175685377902,0.983494424717875,"frontloaded","XM_022442014.1","pink",NA,NA,NA
"180",NA,"rna-XM_069245567.1",11.8650125488094,11.9727616990429,11.8781002361189,11.9308740773091,1.00908125042348,0.995403445052499,"frontloaded","XM_022446310.1","pink",NA,NA,NA
"181",NA,"rna-XM_069246125.1",11.7968771796028,11.8147639356964,11.7929450294833,11.8024192872702,1.00151622805098,0.999288234675882,"frontloaded","XM_022457114.1","magenta",NA,NA,NA
"182",NA,"rna-XM_069246154.1",12.1650141817911,12.368626570828,12.2179747081517,12.2185338770775,1.01673753815607,0.983583007964187,"frontloaded","XM_022449707.1","magenta",NA,NA,NA
"183",NA,"rna-XM_069246687.1",11.2500866348715,11.581315749247,11.3913577381859,11.3452172753372,1.02944236121247,0.967465064449368,"frontloaded","XM_022454148.1","pink",NA,NA,NA
"184",NA,"rna-XM_069247067.1",11.3850428063628,11.4854020114314,11.3969797388013,11.4783083003392,1.00881500463156,0.998335641611668,"frontloaded","XM_022456256.1","magenta",NA,NA,NA
"185",NA,"rna-XM_069247533.1",11.5411427294175,11.8105456019774,11.6252829317831,11.7115481829661,1.02334282478573,0.984440855759119,"frontloaded","XM_022433376.1","magenta",NA,NA,NA
"186",NA,"rna-XM_069247535.1",11.3117128734165,11.4356316262864,11.3314375826523,11.3620369578846,1.01095490614521,0.991834937918051,"frontloaded",NA,"pink",NA,NA,NA
"187",NA,"rna-XM_069247583.1",11.4591847479455,11.6352956727488,11.5013602652541,11.6769361648199,1.01536853874661,0.999898682204529,"frontloaded",NA,"magenta",NA,NA,NA
"188",NA,"rna-XM_069247795.1",11.9325174227642,12.001570947447,11.9567067807583,11.9937263050069,1.00578700388496,0.997324609087976,"frontloaded","XM_022485965.1","pink",NA,NA,NA
"189",NA,"rna-XM_069247856.1",11.5663834819798,11.5831217028666,11.6564623767794,11.6612606092952,1.00144714386419,0.998965989610199,"frontloaded",NA,"pink",NA,NA,NA
"190",NA,"rna-XM_069247934.1",11.5500798703826,11.7527421410154,11.7419511578272,11.6979062125182,1.01754639560134,0.979069778839279,"frontloaded","XM_022487758.1","pink",NA,NA,NA
"191",NA,"rna-XM_069247982.1",11.8094920628456,11.9112977385942,11.9097139744984,11.8356709861525,1.00862066507237,0.98528912753089,"frontloaded","XM_022483275.1","pink",NA,NA,NA
"192",NA,"rna-XM_069248050.1",11.5085717456861,11.5792426110662,11.6266199083224,11.5665213277494,1.00614071554158,0.988759260561294,"frontloaded",NA,"pink",NA,NA,NA
"193",NA,"rna-XM_069248312.1",11.5403169930685,11.6402036347267,11.5949425191716,11.6053220984022,1.00865545042811,0.992306323411173,"frontloaded","XM_022483275.1","pink",NA,NA,NA
"194",NA,"rna-XM_069248441.1",11.3620682292397,11.6449054577606,11.6229106233876,11.5481011223435,1.02489311125531,0.969431452287967,"frontloaded",NA,"pink",NA,NA,NA
"195",NA,"rna-XM_069248505.1",12.1427072942456,12.4530020816346,12.240305658331,12.2691286960937,1.02555400372173,0.977378822476142,"frontloaded","XM_022437937.1","pink",NA,NA,NA
"196",NA,"rna-XM_069248803.1",11.2734939243154,11.3407374609267,11.5325450794866,11.3284877894703,1.00596474678239,0.976481497205784,"frontloaded",NA,"pink",NA,NA,NA
"197",NA,"rna-XM_069248995.1",11.2026725349266,11.4818067727795,11.300855734829,11.3560232421196,1.02491675419259,0.98045202841572,"frontloaded",NA,"pink",NA,NA,NA
"198",NA,"rna-XM_069249030.1",11.4038153755042,11.5867580306755,11.712714204223,11.3531041277708,1.01604223228344,0.953993278226301,"frontloaded",NA,"pink",NA,NA,NA
"199",NA,"rna-XM_069249220.1",11.473304594008,11.5274930288569,11.5470345091627,11.4514362392151,1.00472300150362,0.987059086300455,"frontloaded",NA,"magenta",NA,NA,NA
"200",NA,"rna-XM_069249272.1",11.7959543244888,11.9395854361571,11.8284490400273,11.9611037612856,1.01217630279986,0.999050150020812,"frontloaded",NA,"magenta",NA,NA,NA
"201",NA,"rna-XM_069249347.1",11.3006321687738,11.3793144411507,11.2828713222301,11.2396703689796,1.00696264343461,0.989283077578021,"frontloaded","XM_022485328.1","pink",NA,NA,NA
"202",NA,"rna-XM_069249439.1",11.3571534701288,11.5186040092734,11.5040829957122,11.465470795081,1.014215757458,0.982674151600503,"frontloaded","XM_022469402.1","magenta",NA,NA,NA
"203",NA,"rna-XM_069249480.1",12.7181840301047,12.9104373084275,12.8126401309451,12.8181980861449,1.0151164095336,0.985536020780759,"frontloaded","XM_022488315.1","pink",NA,NA,NA
"204",NA,"rna-XM_069249517.1",11.7027380969827,11.8097333387139,11.8224445992885,11.7468540248593,1.00914275281943,0.984604187986198,"frontloaded","XM_022438720.1","pink",NA,NA,NA
"205",NA,"rna-XM_069250096.1",11.4845520900223,11.5789107917626,11.5791481430046,11.5555979300317,1.00821614121305,0.989833541085687,"frontloaded","XM_022483588.1","pink",NA,NA,NA
"206",NA,"rna-XM_069250266.1",12.0790478664875,12.2186920816424,12.1724383451303,12.1012669506887,1.01156086280131,0.982791156319838,"frontloaded","XM_022480105.1","pink",NA,NA,NA
"207",NA,"rna-XM_069250762.1",11.2447320905876,11.4923311569082,11.5493962068205,11.3738995277098,1.02201911653617,0.963587345908531,"frontloaded","XM_022435719.1","pink",NA,NA,NA
"208",NA,"rna-XM_069250917.1",11.6108200845243,11.6875045902989,11.6384091073045,11.6972021913353,1.00660457273615,0.998457259076218,"frontloaded","XM_022453964.1","pink",NA,NA,NA
"209",NA,"rna-XM_069251046.1",11.4406625824046,11.6232786499258,11.4394020048067,11.5635454790012,1.01596201847628,0.994970531554867,"frontloaded","XM_022478828.1","magenta",NA,NA,NA
"210",NA,"rna-XM_069251050.1",11.4341994939664,11.6707595359682,11.5479790775654,11.5784875353708,1.02068881534966,0.982318873387554,"frontloaded","XM_022479268.1","magenta",NA,NA,NA
"211",NA,"rna-XM_069251065.1",11.3455791008659,11.4492326097316,11.4863141407509,11.2489893390756,1.00913602628338,0.970472212322677,"frontloaded","XM_022432417.1","pink",NA,NA,NA
"212",NA,"rna-XM_069251087.1",11.8285171374282,11.972767510932,11.8865045360162,11.9001873289122,1.0121951358592,0.989089044705681,"frontloaded","XM_022445501.1","magenta",NA,NA,NA
"213",NA,"rna-XM_069251102.1",11.5031815528467,11.6467070362433,11.4323760969785,11.44529684077,1.01247702496368,0.988792993962719,"frontloaded","XM_022460152.1","pink",NA,NA,NA
"214",NA,"rna-XM_069251529.1",11.2888596907249,11.3560937834333,11.3159331280032,11.3435312506826,1.00595579133326,0.996503903590555,"frontloaded","XM_022470353.1","pink",NA,NA,NA
"215",NA,"rna-XM_069251668.1",12.0958538935833,12.2156717264643,12.1710453391924,12.1421351262381,1.00990569445821,0.987839437331925,"frontloaded","XM_022470480.1","pink",NA,NA,NA
"216",NA,"rna-XM_069252186.1",11.4072004484682,11.5504516077419,11.3561008283889,11.3785610249636,1.0125579593276,0.989551066787906,"frontloaded",NA,"magenta",NA,NA,NA
"217",NA,"rna-XM_069252556.1",12.0486499605119,12.1602274584537,12.0809268424191,12.10061134556,1.00926058092047,0.99243882677019,"frontloaded","XM_022466841.1","pink",NA,NA,NA
"218",NA,"rna-XM_069252594.1",11.6252501331171,11.7330449056427,11.778338029487,11.5823970950195,1.00927246909024,0.974329853450401,"frontloaded","XM_022466698.1","pink",NA,NA,NA
"219",NA,"rna-XM_069252910.1",12.1270011455592,12.597575039882,12.3675874913076,12.2008749779413,1.03880381379325,0.94966941243392,"frontloaded",NA,"pink",NA,NA,NA
"220",NA,"rna-XM_069253038.1",11.4648037624752,11.5566870605976,11.4402414114622,11.4314099066349,1.0080143803615,0.991283508519325,"frontloaded","XM_022471186.1","magenta",NA,NA,NA
"221",NA,"rna-XM_069253949.1",11.2823454068094,11.5585732666493,11.4005123732306,11.3295915143047,1.02448319475073,0.970029724950247,"frontloaded",NA,"magenta",NA,NA,NA
"222",NA,"rna-XM_069253991.1",11.5745291667501,11.6686188645648,11.6197841945565,11.5751434422033,1.00812903025766,0.988125707803609,"frontloaded",NA,"pink",NA,NA,NA
"223",NA,"rna-XM_069254445.1",12.4597644888168,12.7892130462591,12.5811170284475,12.658149583764,1.026440993948,0.980205269304413,"frontloaded","XM_022450116.1","magenta",NA,NA,NA
"224",NA,"rna-XM_069254451.1",12.0200664525503,12.185271801991,12.1660497544835,12.1233152862495,1.01374412945992,0.982977233493298,"frontloaded","XM_022452578.1","pink",NA,NA,NA
"225",NA,"rna-XM_069254667.1",11.5587353293346,11.7073337335804,11.6792128296175,11.7263440326601,1.01285593968647,0.991291494050634,"frontloaded","XM_022453834.1","magenta",NA,NA,NA
"226",NA,"rna-XM_069254759.1",12.4747970728334,12.5656155156114,12.5456706662347,12.5297022457109,1.00728015391735,0.991508839848219,"frontloaded","XM_022453291.1","pink",NA,NA,NA
"227",NA,"rna-XM_069254828.1",11.4567486504156,11.526522131792,11.5286875082592,11.3833702055454,1.00609016427832,0.981418158609259,"frontloaded","XM_022454656.1","pink",NA,NA,NA
