"","Protein_name","Airradians.TranscriptID","baseMeanNAIVE_control","baseMeanHABITUATED_control","baseMeanNAIVE_response","baseMeanHABITUATED_response","ControlRatio","ResponseRatio","Frontloaded_criteria","Cvirginica_TranscriptID","Cvirginica_GeneID","Cgigas_KEGGID","Annotation_GO_ID","Cvirginica_length"
"107"," protein RMD5 homolog A-like","evm.model.Contig549.7",10.6835849002657,10.7140884974189,10.7084163433862,10.7856391017384,1.00285518367084,1.0043438218328,"threshold likely","XM_022489581.1","LOC111137886","crg:105330325","GO:0003674",391
"108"," protein spalten-like","evm.model.Contig767.35",10.1317507587444,10.2622780168332,10.256227985,10.4498852448799,1.01288299141944,1.00592262584027,"threshold likely","XM_022460499.1","LOC111119921","crg:105335513","",473
"109"," protein transport protein Sec61 subunit alpha","evm.model.Contig1220.12",13.5780676968689,13.6616617147744,13.5636628148043,13.7276760863455,1.00615654743898,1.00589924130048,"threshold likely","XM_022444338.1","LOC111108442","crg:105317754","GO:0005575;GO:0006810",476
"110"," protein yippee-like 1","evm.model.Contig363.69",10.7817488881398,10.977700946782,10.9665006442714,11.2030314895862,1.01817442241284,1.0033334821821,"threshold likely","XM_022484286.1","LOC111134841","crg:105343970","",115
"111"," putative ATP-dependent RNA helicase me31b","evm.model.Contig552.38",11.7493733476973,11.8547039775117,11.7302336135125,11.8966132850597,1.00896478703139,1.00517267378734,"threshold likely","XM_022470641.1","LOC111126186","crg:105330037","GO:0043167",447
"112"," putative inhibitor of apoptosis","evm.model.Contig413.69",11.59974163497,11.6446700689491,11.7526009483244,11.9364443938361,1.00387322712807,1.01172415061019,"threshold likely","XM_022437262.1","LOC111103790","crg:105318837","",321
"113"," putative ribonuclease","evm.model.Contig42.145",10.0032560711599,10.047691961059,9.99640338992339,10.0917061596928,1.00444214259667,1.00506904585799,"threshold likely","XM_022435462.1","LOC111102640","crg:105340474","GO:0008233;GO:0034641;GO:0042254",167
"114"," ras-related protein Rab-33-like","evm.model.Contig652.16",10.26275091695,10.3456427084855,10.2129554694678,10.46550919688,1.00807695638394,1.01651838560205,"threshold likely","XM_022467139.1","LOC111124284","crg:105348234","GO:0003924;GO:0043167",446
"115"," ras-related protein Rab-8A-like","evm.model.Contig1179.25",10.0744716389239,10.1513724113815,10.1508510747885,10.3073050624118,1.00763323132108,1.00772072818048,"threshold likely","XM_022453644.1","LOC111115065","crg:105329694","GO:0003924;GO:0043167",211
"116"," ras association domain-containing protein 9-like","evm.model.Contig367.53",10.4329615010739,10.4747379381367,10.4693741670346,10.5718408044495,1.0040042740557,1.0057599359484,"threshold likely","XM_022488999.1","LOC111137522","crg:105322396","GO:0007165",552
"117"," receptor-type tyrosine-protein phosphatase alpha-like","evm.model.Contig329.9",11.503420059804,11.7478382246829,11.6510475845752,11.915675616279,1.02124743455496,1.00143488789692,"threshold likely","XM_022447599.1","LOC111110933","crg:105348172","GO:0006464;GO:0006520;GO:0016791",559
"118"," retinal-binding protein-like","evm.model.Contig1162.24",10.0363246036127,10.1415855346629,9.80944952890588,10.0541055259496,1.01048799587573,1.01430284470034,"threshold likely","XM_022486750.1","LOC111136121","crg:105318744","",423
"119"," rho-related protein racA-like","evm.model.Contig231.18",10.1264337444519,10.2497767371969,10.0699227391249,10.3672382720673,1.01218029919097,1.0171360838489,"threshold likely","XM_022453020.1","LOC111114627","crg:109617077","GO:0003924;GO:0005622;GO:0007165;GO:0043167",593
"120"," ribonuclease P protein subunit p20-like","evm.model.Contig791.51",10.2235228920361,10.2429987785814,10.2136710240874,10.2531332581514,1.00190500737867,1.00195493646915,"threshold likely","XM_022478684.1","LOC111131247","crg:105345134","GO:0004518;GO:0005634;GO:0006399;GO:0032991",152
"121"," RING finger protein 145-like","evm.model.Contig700.13",10.4722023111019,10.4941485673032,10.4834552536663,10.585647432309,1.00209566770669,1.00763627738128,"threshold likely","XM_022489411.1","LOC111137769","crg:105329666;crg:105341148","GO:0043167",629
"122"," RING finger protein 166-like","evm.model.Contig1208.5.1",10.1537863558558,10.1970168046659,10.154930665459,10.2246658801719,1.00425756927466,1.00259849603949,"threshold likely","XM_022481339.1","LOC111133203","crg:105322849","",226
"123"," RING finger protein 24-like","evm.model.Contig726.17",10.5303454974593,10.6245495453201,10.5068747283295,10.7205257448533,1.00894595983423,1.01128746514952,"threshold likely","XM_022485451.1","LOC111135410","crg:105319859","",132
"124"," serine/threonine-protein kinase RIO2-like","evm.model.Contig1625.4",10.1359276737034,10.2659862321132,10.1404345435759,10.284976728259,1.01283144104779,1.00140457865739,"threshold likely","XM_022473802.1","LOC111128265","crg:105319368;crg:105344343","GO:0006464;GO:0006520;GO:0016301;GO:0043167",515
"125"," short coiled-coil protein B-like","evm.model.Contig548.26",10.7900962289199,10.8423650099854,10.7863699607608,10.8923312710393,1.00484414410739,1.00495548108223,"threshold likely","XM_022471319.1","LOC111126578","crg:105326369","",124
"126"," sodium/glucose cotransporter 4-like","evm.model.Contig248.12",11.435034517734,11.9922147299863,11.2879522745596,11.8987856137496,1.04872571319205,1.00513769131992,"threshold likely","XM_022461624.1","LOC111120701","crg:105325848","GO:0005575;GO:0022857",653
"127"," solute carrier family 23 member 1-like","evm.model.Contig42.112",9.9529164556088,9.99249075362947,10.0009001663643,10.0881593486831,1.00397615092995,1.00473017400904,"threshold likely","XM_022472561.1","LOC111127402","crg:105317954;crg:105317952","GO:0005575;GO:0022857",612
"128"," SPRY domain-containing SOCS box protein 3-like","evm.model.Contig823.27",10.9509454914533,11.2430902497232,11.07822795352,11.3884255278677,1.02667758309069,1.00128868702378,"threshold likely","XM_022459842.1","LOC111119569","crg:105334038","GO:0003674",222
"129"," sulfotransferase 1 family member D1-like","evm.model.Contig6.224_evm.model.Contig6.225",10.0669338646595,10.0924837647737,10.1508778854932,10.2352546020453,1.00253800218196,1.00575963790764,"threshold likely","XM_022476270.1","LOC111129813","crg:105341505","GO:0003674",538
"130"," syntaxin-5-like","evm.model.Contig6.178",10.9017496755803,10.9179119038979,10.8667830796903,11.0225251975872,1.00148253526256,1.01283038644006,"threshold likely","XM_022476778.1","LOC111130083","crg:105340691","GO:0005575;GO:0016192",340
"131"," TATA box-binding protein-associated factor RNA polymerase I subunit A-like","evm.model.Contig131.23",9.99806121750325,10.1142623458444,9.74540837732192,9.96420730462145,1.01162236615813,1.01070470862577,"threshold likely","XM_022477989.1","LOC111130760","crg:105324679","",328
"132"," TATA element modulatory factor-like","evm.model.Contig327.81",10.5068442516426,10.5496821259476,10.4430831902538,10.6021741840393,1.00407713993651,1.01111165820822,"threshold likely","XM_022478239.1","LOC111130943","crg:105324205","",498
"133"," tetraspanin-18-like","evm.model.Contig130.121",10.4846118536348,10.6027351745451,10.6016369263717,10.7265998421613,1.01126635134989,1.00051498076372,"threshold likely","XM_022475149.1","LOC111129071","crg:105324947","GO:0005575",272
"134"," tetratricopeptide repeat protein 25-like","evm.model.Contig132.168",10.7357653404938,10.7905017683081,10.801250160504,11.0072291286759,1.0050985119438,1.01390053524384,"threshold likely","XM_022474256.1","LOC111128568","crg:105318774","GO:0003674",662
"135"," TFIIH basal transcription factor complex helicase XPD subunit-like","evm.model.Contig849.28",9.69933013489225,9.7523857347379,9.70029626559709,9.83315930195562,1.00547002721918,1.00818201881902,"threshold likely","XM_022478445.1","LOC111131097","crg:105327986","GO:0003677;GO:0004386;GO:0005694;GO:0016887;GO:0043167",1235
"136"," TM2 domain-containing protein CG10795-like","evm.model.Contig271.77",10.1997899011587,10.2690946956861,10.2145407043356,10.3817124505687,1.00679472765606,1.00950673278671,"threshold likely","XM_022479012.1","LOC111131473","crg:105319974","",194
"137"," TNF receptor-associated factor 4-like","evm.model.Contig501.2",10.5577520530255,10.5996478650193,10.5470775365799,10.6408734011863,1.00396825117539,1.00490534991935,"threshold likely","XM_022485977.1","LOC111135695","crg:105347139","GO:0007165;GO:0008219;GO:0043167",466
"138"," tolloid-like protein 2","evm.model.Contig1922.2",10.5482600539089,10.6297023224818,10.4684496026875,10.7522315680095,1.00772091967365,1.01923884760912,"threshold likely","XM_022454799.1","LOC111115894","crg:105332710","",430
"139"," transcription initiation factor TFIID subunit 11-like","evm.model.Contig463.23",10.8229774635276,10.8704411790202,10.8128313102862,10.9011514882957,1.00438545822095,1.00376611551771,"threshold likely","XM_022431359.1","LOC111099872","crg:105326343","",296
"140"," transcriptional regulator Myc-A-like","evm.model.Contig172.91",11.2660107136949,11.3695427880406,11.2591200663437,11.4396561091109,1.00918977240274,1.00678254693029,"threshold likely","XM_022462716.1","LOC111121429","crg:105337948","GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641",382
"141"," transmembrane protein 50B-like","evm.model.Contig221.81",9.87894764642533,9.92715996503306,9.86657080517159,9.93149229628781,1.00488030915167,1.00169138117041,"threshold likely","XM_022435587.1","LOC111102727","crg:105344484","",159
"142"," transport and Golgi organization protein 6 homolog","evm.model.Contig774.4",9.8926879255731,9.98769020663636,9.85948758620566,10.1122443547793,1.00960328292755,1.01588010887161,"threshold likely","XM_022430601.1","LOC111099192","crg:105340541","GO:0003674",1169
"143"," tribbles homolog 2-like","evm.model.Contig322.10",10.9430610834847,10.9535024162548,10.8777918548023,11.0070200051182,1.00095415100861,1.0109154324651,"threshold likely","XM_022481206.1","LOC111133107","crg:105330214","GO:0006464;GO:0016301;GO:0043167",341
"144"," tripartite motif-containing protein 2-like","evm.model.Contig290.60",10.6713395494702,10.8003539485811,10.5934256053118,10.7492788902487,1.0120898035821,1.00259113511965,"threshold likely","XM_022456676.1","LOC111117529","crg:105341899","GO:0043167",518
"145"," tripartite motif-containing protein 2-like","evm.model.Contig733.37",10.2996277066043,10.3288397879276,10.3123764397349,10.3986536786071,1.00283622691571,1.00551451063223,"threshold likely","XM_022465171.1","LOC111123078","crg:105346014","GO:0003674",443
"146"," UBA-like domain-containing protein 1","evm.model.Contig1226.5",11.4303242306655,11.4833608272826,11.5190836329884,11.6484889860592,1.00463999056779,1.00656355179566,"threshold likely","XM_022461898.1","LOC111120880","crg:105348520","GO:0003674",121
"147"," ubiquitin thioesterase OTUB1-like","evm.model.Contig6.264",10.4274801942068,10.4586141586961,10.4603535940729,10.5082904986886,1.00298576107645,1.00159220812461,"threshold likely","XM_022475624.1","LOC111129327","crg:105344202","GO:0006464;GO:0008233",259
"148"," uncharacterized protein ZK1073.1-like","evm.model.Contig967.21_evm.model.Contig967.20",10.5913990795368,11.0642143547531,10.4622693553534,11.0079678881813,1.04464143704393,1.00719603720881,"threshold likely","XM_022479968.1","LOC111132192","crg:105339640","",373
"149"," uncharacterized","evm.model.Contig1015.10",10.2522456725624,10.3432538155312,10.2837362341373,10.4248712830671,1.00887689837675,1.00480455446189,"threshold likely","XM_022457932.1","LOC111118443","crg:105344171","GO:0003674;GO:0007165",512
"150"," uncharacterized","evm.model.Contig1074.30",10.1225790866057,10.1731195016294,10.0693142959811,10.2129039893212,1.00499283972901,1.00922124633861,"threshold likely","XM_022452959.1","LOC111114589","crg:105345825","",805
"151"," uncharacterized","evm.model.Contig108.125",9.97568013079928,10.0002248546932,9.94418639533381,10.1897085796792,1.00246045618666,1.02217500553299,"threshold likely","XM_022439389.1","LOC111105224","crg:105333854","GO:0043167",560
"152"," uncharacterized","evm.model.Contig118.87",10.3791440606741,10.6290469501432,10.4812884904851,10.8332111412733,1.02407740831114,1.00927553825498,"threshold likely","XM_022471839.1","LOC111126906","crg:105339466","GO:0003674",345
"153"," uncharacterized","evm.model.Contig121.122",10.7724340420169,10.8877238341164,10.8415085619419,11.0159105054039,1.0107022973313,1.00532719096109,"threshold likely","XM_022460302.1","LOC111119802","crg:105341081","",569
"154"," uncharacterized","evm.model.Contig1224.7",12.6707197563677,12.7187970586999,12.6974268304749,12.7898876705291,1.00379436237693,1.00347431132338,"threshold likely","XM_022462041.1","LOC111120968","crg:105317368","GO:0007267;GO:0008289;GO:0043167;GO:0055085",146
"155"," uncharacterized","evm.model.Contig124.131",11.9984614966052,12.0955372609445,12.0524230391103,12.2372890039094,1.00809068432372,1.00718963614663,"threshold likely","XM_022446555.1","LOC111110162","crg:105317505","",152
"156"," uncharacterized","evm.model.Contig126.109",10.5365062129114,10.6032188988665,10.4652680891718,10.6275255254156,1.00633157562924,1.00911508606617,"threshold likely","XM_022461982.1","LOC111120928","crg:105331523","",212
"157"," uncharacterized","evm.model.Contig126.110",10.4194188510756,10.5034268928659,10.4136683626455,10.5316152365829,1.00806264178368,1.00323741607819,"threshold likely","XM_022457943.1","LOC111118450","crg:105331523","",212
"158"," uncharacterized","evm.model.Contig126.86",9.87256287552665,9.99113381508781,9.81959722203995,10.1669741243599,1.01201014782647,1.02308843757679,"threshold likely","XM_022463470.1","LOC111121968","crg:105335481","GO:0043167",118
"159"," uncharacterized","evm.model.Contig131.18",10.7554370758111,10.8299220302604,10.8724417478087,11.090835467552,1.00692533031658,1.01307105471338,"threshold likely","XM_022477662.1","LOC111130518","crg:105345099","",434
"160"," uncharacterized","evm.model.Contig132.171",10.2891687715366,10.3638050094317,10.3521199855526,10.4889493464105,1.00725386467579,1.00592070807282,"threshold likely","XM_022435352.1","LOC111102556","crg:105323180","",304
"161"," uncharacterized","evm.model.Contig141.20",10.5931129014523,10.6071246823117,10.6495187285899,10.6731390538746,1.00132272552835,1.00089406302011,"threshold likely","XM_022458857.1","LOC111119046","crg:109619858","",115
"162"," uncharacterized","evm.model.Contig1416.15",10.2588498465485,10.3310472974164,10.1914498268248,10.4930915964107,1.00703757750116,1.02240229730282,"threshold likely","XM_022439593.1","LOC111105353","crg:105335904","",175
"163"," uncharacterized","evm.model.Contig143.119",11.9263487723268,11.9575259541365,11.8709133008541,12.2444419159139,1.00261414305458,1.02877650108478,"threshold likely","XM_022477022.1","LOC111130235","crg:105326542","GO:0008168",410
"164"," uncharacterized","evm.model.Contig155.8",10.7712676456349,10.922078768944,10.8203991897141,11.0221482415094,1.01400124184736,1.00457988443453,"threshold likely","XM_022481460.1","LOC111133255","crg:105338658","",248
"165"," uncharacterized","evm.model.Contig1588.1",10.1070167346071,10.1410523869343,10.0997483947484,10.1758437532325,1.00336752705779,1.00415286964271,"threshold likely","XM_022480139.1","LOC111132337","crg:105341068","GO:0003924;GO:0005575;GO:0007165;GO:0016491;GO:0043167",993
"166"," uncharacterized","evm.model.Contig172.50",11.0975495537429,11.3529859626246,11.0889406079833,11.3726095964738,1.0230173704244,1.00250619593091,"threshold likely","XM_022462081.1","LOC111121000","crg:105343557","",1151
"167"," uncharacterized","evm.model.Contig172.76",10.5984370257075,10.6142695276788,10.6046099455183,10.682565490462,1.0014938525306,1.00584851035313,"threshold likely","XM_022459266.1","LOC111119260","crg:105347410","",316
"168"," uncharacterized","evm.model.Contig2161.2",10.0166421770574,10.4070642159108,9.99687495943351,10.4313656463538,1.03897733711079,1.00431704684574,"threshold likely","XM_022475520.1","LOC111129254","crg:105345622","GO:0030234",272
"169"," uncharacterized","evm.model.Contig223.108",10.5746861330434,10.6094891930901,10.5464046534119,10.6745618365546,1.0032911671901,1.00883150834319,"threshold likely","XM_022455812.1","LOC111116791","crg:105322709","",449
"170"," uncharacterized","evm.model.Contig234.57",10.2349251949608,10.2620101922773,9.48935821745141,10.3405982980155,1.0026463307548,1.08682859716649,"threshold likely","XM_022468512.1","LOC111125060","crg:105343792","",858
"171"," uncharacterized","evm.model.Contig271.53",10.5831116025168,10.6461366706392,10.6319217452931,10.7071588488934,1.00595524931509,1.00111464181322,"threshold likely","XM_022464491.1","LOC111122643","crg:105330027","",116
"172"," uncharacterized","evm.model.Contig281.64",10.4569889446757,10.4631969749683,10.512901989526,10.559935678048,1.00059367283693,1.00387792649498,"threshold likely","XM_022463244.1","LOC111121815","crg:105319683","GO:0005634;GO:0006464;GO:0032991",85
"173"," uncharacterized","evm.model.Contig284.58",10.3399939563134,10.3799244935624,10.2621833650572,10.3956883229346,1.00386175634316,1.00911246422111,"threshold likely","XM_022475142.1","LOC111129067","crg:105343008","",354
"174"," uncharacterized","evm.model.Contig348.112",11.660893599625,11.7289503256679,11.483282978043,11.6094816469299,1.00583632167307,1.00512354827346,"threshold likely","XM_022462496.1","LOC111121292","crg:105348952","",191
"175"," uncharacterized","evm.model.Contig367.61",10.6402400663508,10.6622577402014,10.6931057628989,10.7646473291402,1.00206928356064,1.0046116121837,"threshold likely","XM_022479222.1","LOC111131611","crg:105346430","",348
"176"," uncharacterized","evm.model.Contig413.57",10.3531267708961,10.4103239085608,10.4454487996417,10.6569395606707,1.00552462448595,1.01464165428843,"threshold likely","XM_022433344.1","LOC111101067","crg:105329993","GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641",339
"177"," uncharacterized","evm.model.Contig420.17",10.8263168985114,10.950438083776,10.7891406544107,10.9792732535076,1.01146476557339,1.00608802634371,"threshold likely","XM_022463014.1","LOC111121655","crg:105328987","GO:0006397;GO:0022618",235
"178"," uncharacterized","evm.model.Contig437.35",10.4305516423627,10.5248014482374,10.4820778805618,10.5937858502302,1.00903593684268,1.00160659053449,"threshold likely","XM_022461823.1","LOC111120832","crg:105327591","",265
"179"," uncharacterized","evm.model.Contig437.46",10.1924911566512,10.2054564625771,10.1575388338738,10.1953473132497,1.00127204485406,1.00244705108306,"threshold likely","XM_022462438.1","LOC111121257","crg:105329006","",314
"180"," uncharacterized","evm.model.Contig437.49",10.0131848286597,10.3523281921345,10.0177328018952,10.4674301666471,1.03386967975505,1.01065942270207,"threshold likely","XM_022460153.1","LOC111119717","crg:109618722","",368
"181"," uncharacterized","evm.model.Contig57.1",11.1965428457185,11.5774268678388,11.2564662210235,12.4402726626771,1.03401800246457,1.06880807622288,"threshold likely","XR_002639626.1","LOC111135599","crg:105345966","GO:0003723",459
"182"," uncharacterized","evm.model.Contig59.18",10.7838192040975,10.8489717997958,10.7829170880993,10.9266205302033,1.00604169955609,1.00724150364791,"threshold likely","XM_022468584.1","LOC111125110","crg:105343539","",458
"183"," uncharacterized","evm.model.Contig59.19",10.4366987018602,10.4598449022406,10.4562710968618,10.5465698731806,1.00221777029707,1.00640387618749,"threshold likely","XM_022448167.1","LOC111111262","crg:105322059","GO:0005575",372
"184"," uncharacterized","evm.model.Contig6.180",10.1864765004176,10.3144786290391,10.1856939966685,10.3391246262136,1.01256588856964,1.00246646378969,"threshold likely","XM_022475287.1","LOC111129140","crg:105325727","GO:0016491;GO:0043167",309
"185"," uncharacterized","evm.model.Contig638.14",12.4117817242535,12.5462819217713,12.4635286114269,12.7151145801279,1.01083649394631,1.00924905250416,"threshold likely","XM_022481922.1","LOC111133478","crg:105331109","GO:0005575",204
"186"," uncharacterized","evm.model.Contig733.8",10.5675113784776,10.7752749151986,10.5101698618531,10.8810760504316,1.01966059266747,1.01532826287918,"threshold likely","XM_022468781.1","LOC111125220","crg:105343628","",425
"187"," uncharacterized","evm.model.Contig817.4",9.98372727466857,10.2417692068588,10.106561811699,10.3724828021857,1.02584625211518,1.00045373711045,"threshold likely","XM_022452876.1","LOC111114534","crg:105341157","GO:0043167",430
"188"," uncharacterized","evm.model.Contig951.9",9.87960499251098,10.0688825400451,9.75875118812676,9.94645036380362,1.01915841247475,1.00007410179129,"threshold likely","XM_022445519.1","LOC111109398","crg:105333632","",374
"189"," uncharacterized","evm.model.Contig991.20",11.4077571644648,11.59423782316,11.5007481444185,11.8228057787688,1.01634682926772,1.01146888080201,"threshold likely","XM_022467259.1","LOC111124407","crg:105318447","",160
"190"," WW domain-containing oxidoreductase-like","evm.model.Contig352.93",10.1586196725547,10.2499049983004,10.1373006406336,10.3227371839736,1.00898599698464,1.00922361679851,"threshold likely","XM_022480699.1","LOC111132834","crg:105324983","",325
"191"," zinc finger protein 704-like","evm.model.Contig330.74",10.7156794132444,10.8503233500321,10.7423091965332,10.9822266767603,1.01256513297899,1.00964752787448,"threshold likely","XM_022466456.1","LOC111123828","crg:105318175","",517
"192",NA,"evm.model.Contig1005.18",10.0612817989126,10.1711824110921,10.0530783736389,10.2403728469653,1.01092312235917,1.00762415739036,"threshold likely",NA,NA,NA,NA,NA
"193",NA,"evm.model.Contig1006.34",10.0787211364468,10.2472660021216,10.1422198425854,10.3231501636176,1.01672284245124,1.00109811548935,"threshold likely",NA,NA,NA,NA,NA
"194",NA,"evm.model.Contig1024.23",10.0041298043247,10.1747354805091,9.80714302794102,10.2283797540313,1.01705352484638,1.02546425239495,"threshold likely",NA,NA,NA,NA,NA
"195",NA,"evm.model.Contig105.199",9.73306752206664,9.8562946071586,9.75108573963366,10.0091446189868,1.01266066271631,1.01363138523645,"threshold likely",NA,NA,NA,NA,NA
"196",NA,"evm.model.Contig1067.40",9.82726418652734,9.86394426830979,9.80363200124581,9.91919693570382,1.00373248150108,1.00802553482141,"threshold likely",NA,NA,NA,NA,NA
"197",NA,"evm.model.Contig108.70",12.4678580674691,12.5399890242307,12.5046353719384,12.650076053361,1.00578535273431,1.00581196441611,"threshold likely",NA,NA,NA,NA,NA
"198",NA,"evm.model.Contig116.35",10.1460098033212,10.2172976737559,10.30790227519,10.3927201454327,1.00702619766948,1.00119384587233,"threshold likely",NA,NA,NA,NA,NA
"199",NA,"evm.model.Contig118502.1",9.88960324009305,9.99056857307316,9.91317801431925,10.0201764043502,1.01020923999972,1.00057840567196,"threshold likely",NA,NA,NA,NA,NA
"200",NA,"evm.model.Contig121.56",10.3915806307678,10.4765482792374,10.482553538748,10.5756722758816,1.00817658559257,1.00070089469471,"threshold likely",NA,NA,NA,NA,NA
"201",NA,"evm.model.Contig124.54",10.0031896544662,10.0399832068905,9.99199303814346,10.0855197199884,1.00367818202945,1.00566115803197,"threshold likely",NA,NA,NA,NA,NA
"202",NA,"evm.model.Contig124.78",9.99777087566507,10.0883755477747,10.0022676150039,10.1654536630951,1.00906248735207,1.00718728320156,"threshold likely",NA,NA,NA,NA,NA
"203",NA,"evm.model.Contig1248.7",10.1836870164501,10.2929446167196,10.1641632146009,10.3106498662428,1.01072868795879,1.00364428559623,"threshold likely",NA,NA,NA,NA,NA
"204",NA,"evm.model.Contig126.94",12.5248605990964,13.1610995029009,12.4260443049871,13.6557753748094,1.05079808264297,1.04583746379122,"threshold likely",NA,NA,NA,NA,NA
"205",NA,"evm.model.Contig127.25",9.78528892248702,9.81020929360948,9.81462526636166,10.1009115434032,1.00254671796815,1.0265550077402,"threshold likely",NA,NA,NA,NA,NA
"206",NA,"evm.model.Contig131.156",10.1424280481201,10.1970398975182,10.0660166778418,10.1839655590463,1.00538449463372,1.00629912064621,"threshold likely",NA,NA,NA,NA,NA
"207",NA,"evm.model.Contig1430.25",9.79769892844151,9.96651775012058,9.84372343726161,10.0181111137987,1.017230456142,1.00047694713527,"threshold likely",NA,NA,NA,NA,NA
"208",NA,"evm.model.Contig172.18",10.5399092416567,10.622444569212,10.6037510475492,10.7449612815979,1.00783074366799,1.00544363628332,"threshold likely",NA,NA,NA,NA,NA
"209",NA,"evm.model.Contig1723.3",10.7226379094925,10.8392734342983,10.6936882300548,10.891038882617,1.01087750288597,1.007495833636,"threshold likely",NA,NA,NA,NA,NA
"210",NA,"evm.model.Contig178.110",10.4961987738708,10.5267729206071,10.442246558819,10.4753665388277,1.00291287802328,1.0002580995256,"threshold likely",NA,NA,NA,NA,NA
"211",NA,"evm.model.Contig178.72",10.6457390768144,10.7221864189924,10.7122650915377,10.9719177056996,1.00718102722849,1.01693616890338,"threshold likely",NA,NA,NA,NA,NA
"212",NA,"evm.model.Contig1802.3",10.1849295863674,10.2100992255419,10.2021616278924,10.2711306564964,1.00247126295386,1.00427840080524,"threshold likely",NA,NA,NA,NA,NA
"213",NA,"evm.model.Contig218.86",10.2556980934191,10.3754360241878,10.3121539423119,10.5040484648995,1.01167525893197,1.00685330511187,"threshold likely",NA,NA,NA,NA,NA
"214",NA,"evm.model.Contig219.106",9.95058349655585,9.96902740572838,9.94938682696992,9.98147525527815,1.0018535505158,1.00136907824994,"threshold likely",NA,NA,NA,NA,NA
"215",NA,"evm.model.Contig220.109",10.5367716431954,10.6142841419651,10.5482073876762,10.6276919327411,1.00735638024573,1.00017767320084,"threshold likely",NA,NA,NA,NA,NA
"216",NA,"evm.model.Contig220.124",12.0242675358653,12.2099716490297,11.966004962224,12.2621378905049,1.01544411022215,1.00916223984157,"threshold likely",NA,NA,NA,NA,NA
"217",NA,"evm.model.Contig223.116",10.0094705707114,10.0410854534241,9.99780257996716,10.2561148819396,1.00315849699436,1.02260700649467,"threshold likely",NA,NA,NA,NA,NA
"218",NA,"evm.model.Contig225.131",9.81146458498351,9.9159508794848,9.82555534074493,9.93893929069539,1.01064940851554,1.00088090920143,"threshold likely",NA,NA,NA,NA,NA
"219",NA,"evm.model.Contig227.111",10.7532868703309,10.781985413626,10.6806370237146,10.8320905526202,1.00266881592961,1.01148074032223,"threshold likely",NA,NA,NA,NA,NA
"220",NA,"evm.model.Contig232.15",10.8298877827383,10.892759576263,10.781225690999,11.0252580018661,1.00580539658268,1.01673239725948,"threshold likely",NA,NA,NA,NA,NA
"221",NA,"evm.model.Contig2355.7",10.4123165525696,10.4466597680962,10.3971908776224,10.4950580144279,1.00329832610767,1.00609441661855,"threshold likely",NA,NA,NA,NA,NA
"222",NA,"evm.model.Contig246.84",10.0217806383239,10.0784303257856,10.0099662341815,10.1503612027355,1.00565265689863,1.00832579891174,"threshold likely",NA,NA,NA,NA,NA
"223",NA,"evm.model.Contig277.35",10.0157605585472,10.2400081862211,10.0155623578433,10.4695740911628,1.02238947570313,1.02243876040229,"threshold likely",NA,NA,NA,NA,NA
"224",NA,"evm.model.Contig280.6",10.1882600249076,10.1900783614906,10.2725339620127,10.3022386315972,1.00017847371176,1.00271270156096,"threshold likely",NA,NA,NA,NA,NA
"225",NA,"evm.model.Contig284.55",11.1967394540236,11.2338320030686,11.2010935785406,11.2773370983854,1.00331279915883,1.00348245666902,"threshold likely",NA,NA,NA,NA,NA
"226",NA,"evm.model.Contig313.14.1",12.6227089977885,12.8721147636838,12.7041202845056,12.9687420892863,1.01975849763621,1.00105035374572,"threshold likely",NA,NA,NA,NA,NA
"227",NA,"evm.model.Contig313.55",10.7137935753529,10.7967655741047,10.7962890590302,10.9823106548543,1.00774440894052,1.0094128364147,"threshold likely",NA,NA,NA,NA,NA
"228",NA,"evm.model.Contig330.33",11.6274650188551,11.6489472509662,11.6249695476702,11.8564057844663,1.00184754218364,1.01802769652593,"threshold likely",NA,NA,NA,NA,NA
"229",NA,"evm.model.Contig331.57",9.66713133835916,9.89750416935549,9.70810078384058,9.99842212737851,1.02383052665088,1.00593314413225,"threshold likely",NA,NA,NA,NA,NA
"230",NA,"evm.model.Contig352.85",10.044348673209,10.5739392172858,10.1245407840659,10.7489463677148,1.05272522503021,1.00849914029377,"threshold likely",NA,NA,NA,NA,NA
"231",NA,"evm.model.Contig359.18",10.1747718396603,10.2336356100469,10.1488193060241,10.3105511948523,1.00578526686537,1.01009237603638,"threshold likely",NA,NA,NA,NA,NA
"232",NA,"evm.model.Contig367.35",9.71441088390622,9.79594006697103,9.77576060952778,9.87515243470625,1.0083926018818,1.00175979935294,"threshold likely",NA,NA,NA,NA,NA
"233",NA,"evm.model.Contig406.7_evm.model.Contig406.8",11.2579450432365,11.3454043877487,11.3040741757031,11.5677446925622,1.00776867751409,1.015436664235,"threshold likely",NA,NA,NA,NA,NA
"234",NA,"evm.model.Contig416.73",10.2874506536945,10.3987681527391,10.1918055763032,10.4563864502002,1.01082070794717,1.01497738326307,"threshold likely",NA,NA,NA,NA,NA
"235",NA,"evm.model.Contig429.43",11.3640499878203,11.5009545615306,11.3549320541884,11.5437881577632,1.01204716398265,1.00453033526561,"threshold likely",NA,NA,NA,NA,NA
