"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"331","XM_022446834.1","brown","rna-XM_069285927.1","mitochondrial-processing peptidase subunit beta-like","mitochondrial-processing peptidase subunit beta-like","LOC111110359","cvn:111110359"
"332","XM_022447287.1","brown","rna-XM_069286317.1","EF-hand calcium-binding domain-containing protein 10-like","EF-hand calcium-binding domain-containing protein 10-like","LOC111110683","cvn:111110683"
"333","XM_022447428.1","brown","rna-XM_069276980.1","paired box protein Pax-6-like","paired box protein Pax-6-like","LOC111110798","cvn:111110798"
"334","XM_022448873.1","brown","rna-XM_069255805.1","mitochondrial ribosome-associated GTPase 1-like","mitochondrial ribosome-associated GTPase 1-like","LOC111111739","cvn:111111739"
"335","XM_022449447.1","brown","rna-XM_069255185.1","sperm-associated antigen 6-like","sperm-associated antigen 6-like","LOC111112114","cvn:111112114"
"336","XM_022449447.1","brown","rna-XM_069255185.1","sperm-associated antigen 6-like","sperm-associated antigen 6-like","LOC111112114","cvn:111112114"
"337","XM_022449759.1","brown","rna-XM_069286479.1","ADP-ribosylation factor 2","ADP-ribosylation factor 2","LOC111112319","cvn:111112319"
"338","XM_022449759.1","brown","rna-XM_069254401.1","ADP-ribosylation factor 2","ADP-ribosylation factor 2","LOC111112319","cvn:111112319"
"339","XM_022450308.1","brown","rna-XM_069255255.1","cytochrome c-like","cytochrome c-like","LOC111112645","cvn:111112645"
"340","XM_022451881.1","brown","rna-XM_069246337.1","carboxypeptidase A1-like","carboxypeptidase A1-like","LOC111113586","cvn:111113586"
"341","XM_022452766.1","brown","rna-XM_069255378.1","putative methyltransferase NSUN6","putative methyltransferase NSUN6","LOC111114461","cvn:111114461"
"342","XM_022452824.1","brown","rna-XM_069282442.1","coatomer subunit epsilon-like","coatomer subunit epsilon-like","LOC111114496","cvn:111114496"
"343","XM_022453644.1","brown","rna-XM_069261506.1","ras-related protein Rab-8A-like","ras-related protein Rab-8A-like","LOC111115065","cvn:111115065"
"344","XM_022454612.1","brown","rna-XM_069281921.1","electron transfer flavoprotein subunit alpha, mitochondrial-like","electron transfer flavoprotein subunit alpha, mitochondrial-like","LOC111115771","cvn:111115771"
"345","XM_022454821.1","brown","rna-XM_069268977.1","probable proline iminopeptidase","probable proline iminopeptidase","LOC111115908","cvn:111115908"
"346","XM_022455467.1","brown","rna-XM_069276565.1","UPF0748 protein YngK-like","UPF0748 protein YngK-like","LOC111116467","cvn:111116467"
"347","XM_022456027.1","brown","rna-XM_069245963.1","ras-related protein Rab-11A","ras-related protein Rab-11A","LOC111116971","cvn:111116971"
"348","XM_022456033.1","brown","rna-XM_069249778.1","ATPase inhibitor mai-2, mitochondrial-like","ATPase inhibitor mai-2, mitochondrial-like","LOC111116974","cvn:111116974"
"349","XM_022456059.1","brown","rna-XM_069265362.1","proteasome subunit alpha type-2-like","proteasome subunit alpha type-2-like","LOC111116995","cvn:111116995"
"350","XM_022456182.1","brown","rna-XM_069247279.1","cytoplasmic aconitate hydratase-like","cytoplasmic aconitate hydratase-like","LOC111117101","cvn:111117101"
"351","XM_022456701.1","brown","rna-XM_069282043.1","DBH-like monooxygenase protein 1","DBH-like monooxygenase protein 1","LOC111117553","cvn:111117553"
"352","XM_022456822.1","brown","rna-XM_069268256.1","charged multivesicular body protein 6-B-like","charged multivesicular body protein 6-B-like","LOC111117660","cvn:111117660"
"353","XM_022456845.1","brown","rna-XM_069272139.1","ATP synthase subunit delta, mitochondrial-like","ATP synthase subunit delta, mitochondrial-like","LOC111117675","cvn:111117675"
"354","XM_022457110.1","brown","rna-XM_069245721.1","signal peptidase complex catalytic subunit SEC11A-like","signal peptidase complex catalytic subunit SEC11A-like","LOC111117872","cvn:111117872"
"355","XM_022457226.1","brown","rna-XM_069267122.1","actin-related protein 2/3 complex subunit 1A-like","actin-related protein 2/3 complex subunit 1A-like","LOC111117972","cvn:111117972"
"356","XM_022457272.1","brown","rna-XM_069270668.1","major facilitator superfamily domain-containing protein 1-like","major facilitator superfamily domain-containing protein 1-like","LOC111118005","cvn:111118005"
"357","XM_022457363.1","brown","rna-XM_069268773.1","NHP2-like protein 1","NHP2-like protein 1","LOC111118069","cvn:111118069"
"358","XM_022457603.1","brown","rna-XM_069270406.1","peroxiredoxin-like","peroxiredoxin-like","LOC111118247","cvn:111118247"
"359","XM_022457729.1","brown","rna-XM_069267459.1","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like","glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2-like","LOC111118324","cvn:111118324"
"360","XM_022457772.1","brown","rna-XM_069269587.1","centromere protein X-like","centromere protein X-like","LOC111118366","cvn:111118366"
"361","XM_022457825.1","brown","rna-XM_069268599.1","tryparedoxin-like","tryparedoxin-like","LOC111118384","cvn:111118384"
"362","XM_022457905.1","brown","rna-XM_069269917.1","trifunctional enzyme subunit beta, mitochondrial-like","trifunctional enzyme subunit beta, mitochondrial-like","LOC111118429","cvn:111118429"
"363","XM_022457952.1","brown","rna-XM_069271838.1","ADP-ribosylation factor-related protein 1-like","ADP-ribosylation factor-related protein 1-like","LOC111118459","cvn:111118459"
"364","XM_022458163.1","brown","rna-XM_069270311.1","cytochrome b-c1 complex subunit 6, mitochondrial-like","cytochrome b-c1 complex subunit 6, mitochondrial-like","LOC111118611","cvn:111118611"
"365","XM_022458336.1","brown","rna-XM_069278659.1","opine dehydrogenase-like","opine dehydrogenase-like","LOC111118735","cvn:111118735"
"366","XM_022458581.1","brown","rna-XM_069271632.1","intraflagellar transport protein 25 homolog","intraflagellar transport protein 25 homolog","LOC111118887","cvn:111118887"
"367","XM_022458859.1","brown","rna-XM_069271355.1","tyrosine-protein kinase transmembrane receptor Ror2-like","tyrosine-protein kinase transmembrane receptor Ror2-like","LOC111119050","cvn:111119050"
"368","XM_022459019.1","brown","rna-XM_069271241.1","general transcription factor IIF subunit 1-like","general transcription factor IIF subunit 1-like","LOC111119151","cvn:111119151"
"369","XM_022459046.1","brown","rna-XM_069269904.1","protein RTF2 homolog","protein RTF2 homolog","LOC111119168","cvn:111119168"
"370","XM_022459066.1","brown","rna-XM_069272045.1","uncharacterized","uncharacterized","LOC111119184","cvn:111119184"
"371","XM_022459093.1","brown","rna-XM_069270860.1","ornithine decarboxylase-like","ornithine decarboxylase-like","LOC111119190","cvn:111119190"
"372","XM_022459107.1","brown","rna-XM_069267114.1","heterogeneous nuclear ribonucleoprotein D-like","heterogeneous nuclear ribonucleoprotein D-like","LOC111119195","cvn:111119195"
"373","XM_022459436.1","brown","rna-XM_069266919.1","40S ribosomal protein S24-like","40S ribosomal protein S24-like","LOC111119359","cvn:111119359"
"374","XM_022459491.1","brown","rna-XM_069275792.1","cytochrome P450 3A14-like","cytochrome P450 3A14-like","LOC111119379","cvn:111119379"
"375","XM_022459991.1","brown","rna-XM_069271615.1","DNA-binding protein RFX2-like","DNA-binding protein RFX2-like","LOC111119625","cvn:111119625"
"376","XM_022459994.1","brown","rna-XM_069249974.1","adenylate kinase 2, mitochondrial-like","adenylate kinase 2, mitochondrial-like","LOC111119627","cvn:111119627"
"377","XM_022459994.1","brown","rna-XM_069249975.1","adenylate kinase 2, mitochondrial-like","adenylate kinase 2, mitochondrial-like","LOC111119627","cvn:111119627"
"378","XM_022460017.1","brown","rna-XM_069268183.1","calcium uptake protein 1, mitochondrial-like","calcium uptake protein 1, mitochondrial-like","LOC111119636","cvn:111119636"
"379","XM_022460056.1","brown","rna-XM_069267952.1","protein BUD31 homolog","protein BUD31 homolog","LOC111119654","cvn:111119654"
"380","XM_022460148.1","brown","rna-XM_069267157.1","ADP,ATP carrier protein 3, mitochondrial-like","ADP,ATP carrier protein 3, mitochondrial-like","LOC111119713","cvn:111119713"
"381","XM_022460309.1","brown","rna-XM_069271159.1","ATP-dependent Clp protease proteolytic subunit-like","ATP-dependent Clp protease proteolytic subunit-like","LOC111119809","cvn:111119809"
"382","XM_022460309.1","brown","rna-XM_069272224.1","ATP-dependent Clp protease proteolytic subunit-like","ATP-dependent Clp protease proteolytic subunit-like","LOC111119809","cvn:111119809"
"383","XM_022460495.1","brown","rna-XM_069268945.1","voltage-dependent anion-selective channel protein 2-like","voltage-dependent anion-selective channel protein 2-like","LOC111119917","cvn:111119917"
"384","XM_022460850.1","brown","rna-XM_069271534.1","integrin beta-1-binding protein 1-like","integrin beta-1-binding protein 1-like","LOC111120133","cvn:111120133"
"385","XM_022460885.1","brown","rna-XM_069254512.1","transformer-2 protein homolog alpha-like","transformer-2 protein homolog alpha-like","LOC111120158","cvn:111120158"
"386","XM_022461321.1","brown","rna-XM_069270846.1","very low-density lipoprotein receptor-like","very low-density lipoprotein receptor-like","LOC111120530","cvn:111120530"
"387","XM_022461510.1","brown","rna-XM_069270861.1","uncharacterized","uncharacterized","LOC111120643","cvn:111120643"
"388","XM_022461524.1","brown","rna-XM_069268175.1","prefoldin subunit 1-like","prefoldin subunit 1-like","LOC111120649","cvn:111120649"
"389","XM_022461558.1","brown","rna-XM_069267465.1","la-related protein 7-like","la-related protein 7-like","LOC111120664","cvn:111120664"
"390","XM_022461572.1","brown","rna-XM_069250906.1","proliferating cell nuclear antigen-like","proliferating cell nuclear antigen-like","LOC111120673","cvn:111120673"
"391","XM_022461629.1","brown","rna-XM_069268351.1","enoyl-CoA hydratase, mitochondrial-like","enoyl-CoA hydratase, mitochondrial-like","LOC111120704","cvn:111120704"
"392","XM_022461682.1","brown","rna-XM_069270884.1","COP9 signalosome complex subunit 5","COP9 signalosome complex subunit 5","LOC111120745","cvn:111120745"
"393","XM_022461804.1","brown","rna-XM_069270922.1","vacuolar protein sorting-associated protein 72 homolog","vacuolar protein sorting-associated protein 72 homolog","LOC111120820","cvn:111120820"
"394","XM_022461805.1","brown","rna-XM_069267296.1","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","LOC111120821","cvn:111120821"
"395","XM_022461811.1","brown","rna-XM_069270559.1","stress response protein nst1-like","stress response protein nst1-like","LOC111120825","cvn:111120825"
"396","XM_022462065.1","brown","rna-XM_069271356.1","protein mago nashi homolog 2","protein mago nashi homolog 2","LOC111120984","cvn:111120984"
"397","XM_022462170.1","brown","rna-XM_069268472.1","chitobiosyldiphosphodolichol beta-mannosyltransferase-like","chitobiosyldiphosphodolichol beta-mannosyltransferase-like","LOC111121065","cvn:111121065"
"398","XM_022462213.1","brown","rna-XM_069267365.1","acyl carrier protein, mitochondrial-like","acyl carrier protein, mitochondrial-like","LOC111121087","cvn:111121087"
"399","XM_022462213.1","brown","rna-XM_069267366.1","acyl carrier protein, mitochondrial-like","acyl carrier protein, mitochondrial-like","LOC111121087","cvn:111121087"
"400","XM_022462352.1","brown","rna-XM_069268208.1","cytochrome c oxidase subunit 6B-like","cytochrome c oxidase subunit 6B-like","LOC111121196","cvn:111121196"
"401","XM_022462355.1","brown","rna-XM_069255350.1","peroxisome biogenesis factor 10-like","peroxisome biogenesis factor 10-like","LOC111121197","cvn:111121197"
"402","XM_022462370.1","brown","rna-XM_069271349.1","methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like","methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like","LOC111121209","cvn:111121209"
"403","XM_022462411.1","brown","rna-XM_069269194.1","RNA-binding protein with serine-rich domain 1-B-like","RNA-binding protein with serine-rich domain 1-B-like","LOC111121238","cvn:111121238"
"404","XM_022462490.1","brown","rna-XM_069269179.1","elongator complex protein 6-like","elongator complex protein 6-like","LOC111121289","cvn:111121289"
"405","XM_022462515.1","brown","rna-XM_069270896.1","39S ribosomal protein L13, mitochondrial-like","39S ribosomal protein L13, mitochondrial-like","LOC111121303","cvn:111121303"
"406","XM_022462555.1","brown","rna-XM_069266808.1","protein Wnt-8b-like","protein Wnt-8b-like","LOC111121327","cvn:111121327"
"407","XM_022462721.1","brown","rna-XM_069268114.1","28S ribosomal protein S7, mitochondrial-like","28S ribosomal protein S7, mitochondrial-like","LOC111121432","cvn:111121432"
"408","XM_022462733.1","brown","rna-XM_069270494.1","trafficking protein particle complex subunit 5-like","trafficking protein particle complex subunit 5-like","LOC111121444","cvn:111121444"
"409","XM_022462783.1","brown","rna-XM_069271195.1","thioredoxin domain-containing protein 12-like","thioredoxin domain-containing protein 12-like","LOC111121482","cvn:111121482"
"410","XM_022462820.1","brown","rna-XM_069271211.1","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like","LOC111121515","cvn:111121515"
"411","XM_022462856.1","brown","rna-XM_069268372.1","enoyl-CoA delta isomerase 1, mitochondrial-like","enoyl-CoA delta isomerase 1, mitochondrial-like","LOC111121538","cvn:111121538"
"412","XM_022463192.1","brown","rna-XM_069268393.1","gem-associated protein 6-like","gem-associated protein 6-like","LOC111121760","cvn:111121760"
"413","XM_022463263.1","brown","rna-XM_069270947.1","zinc finger protein 511-like","zinc finger protein 511-like","LOC111121829","cvn:111121829"
"414","XM_022463421.1","brown","rna-XM_069271453.1","elongin-C","elongin-C","LOC111121924","cvn:111121924"
"415","XM_022463541.1","brown","rna-XM_069270803.1","RWD domain-containing protein 3-like","RWD domain-containing protein 3-like","LOC111122018","cvn:111122018"
"416","XM_022463663.1","brown","rna-XM_069266796.1","serine/arginine-rich splicing factor 2-like","serine/arginine-rich splicing factor 2-like","LOC111122102","cvn:111122102"
"417","XM_022463765.1","brown","rna-XM_069268099.1","trinucleotide repeat-containing gene 18 protein-like","trinucleotide repeat-containing gene 18 protein-like","LOC111122162","cvn:111122162"
"418","XM_022463930.1","brown","rna-XM_069268950.1","putative gamma-glutamyltransferase YwrD","putative gamma-glutamyltransferase YwrD","LOC111122278","cvn:111122278"
"419","XM_022464219.1","brown","rna-XM_069268644.1","zinc transporter ZIP11-like","zinc transporter ZIP11-like","LOC111122428","cvn:111122428"
"420","XM_022464503.1","brown","rna-XM_069264655.1","proteasome subunit beta type-1-like","proteasome subunit beta type-1-like","LOC111122651","cvn:111122651"
"421","XM_022464666.1","brown","rna-XM_069275399.1","vacuolar ATPase assembly integral membrane protein vma21-like","vacuolar ATPase assembly integral membrane protein vma21-like","LOC111122765","cvn:111122765"
"422","XM_022464859.1","brown","rna-XM_069274113.1","proteasome maturation protein-like","proteasome maturation protein-like","LOC111122853","cvn:111122853"
"423","XM_022465039.1","brown","rna-XM_069265867.1","ankyrin repeat domain-containing protein 45-like","ankyrin repeat domain-containing protein 45-like","LOC111122984","cvn:111122984"
"424","XM_022465351.1","brown","rna-XM_069275768.1","ETS homologous factor-like","ETS homologous factor-like","LOC111123159","cvn:111123159"
"425","XM_022465393.1","brown","rna-XM_069264569.1","6-phosphogluconolactonase-like","6-phosphogluconolactonase-like","LOC111123214","cvn:111123214"
"426","XM_022465677.1","brown","rna-XM_069247551.1","uncharacterized","uncharacterized","LOC111123377","cvn:111123377"
"427","XM_022465732.1","brown","rna-XM_069270407.1","thioredoxin-like","thioredoxin-like","LOC111123422","cvn:111123422"
"428","XM_022466022.1","brown","rna-XM_069264676.1","uncharacterized","uncharacterized","LOC111123590","cvn:111123590"
"429","XM_022466077.1","brown","rna-XM_069273594.1","V-type proton ATPase 16 kDa proteolipid subunit-like","V-type proton ATPase 16 kDa proteolipid subunit-like","LOC111123623","cvn:111123623"
"430","XM_022466212.1","brown","rna-XM_069272967.1","exosome complex component RRP45-like","exosome complex component RRP45-like","LOC111123693","cvn:111123693"
"431","XM_022466261.1","brown","rna-XM_069264399.1","DNA-directed RNA polymerase I subunit RPA12-like","DNA-directed RNA polymerase I subunit RPA12-like","LOC111123724","cvn:111123724"
"432","XM_022466395.1","brown","rna-XM_069274721.1","NTF2-related export protein 2-like","NTF2-related export protein 2-like","LOC111123804","cvn:111123804"
"433","XM_022466470.1","brown","rna-XM_069263883.1","CDGSH iron-sulfur domain-containing protein 3, mitochondrial-like","CDGSH iron-sulfur domain-containing protein 3, mitochondrial-like","LOC111123843","cvn:111123843"
"434","XM_022466576.1","brown","rna-XM_069258996.1","electron transfer flavoprotein subunit beta-like","electron transfer flavoprotein subunit beta-like","LOC111123896","cvn:111123896"
"435","XM_022466630.1","brown","rna-XM_069251600.1","prolyl 4-hydroxylase subunit alpha-1-like","prolyl 4-hydroxylase subunit alpha-1-like","LOC111123913","cvn:111123913"
"436","XM_022466695.1","brown","rna-XM_069274372.1","cyclin-I-like","cyclin-I-like","LOC111123952","cvn:111123952"
"437","XM_022467186.1","brown","rna-XM_069275419.1","ribosomal RNA-processing protein 8-like","ribosomal RNA-processing protein 8-like","LOC111124334","cvn:111124334"
"438","XM_022467265.1","brown","rna-XM_069265030.1","trafficking protein particle complex subunit 4-like","trafficking protein particle complex subunit 4-like","LOC111124410","cvn:111124410"
"439","XM_022467355.1","brown","rna-XM_069251756.1","tubulin polyglutamylase complex subunit 1-like","tubulin polyglutamylase complex subunit 1-like","LOC111124484","cvn:111124484"
"440","XM_022467533.1","brown","rna-XM_069274311.1","S-acyl fatty acid synthase thioesterase, medium chain-like","S-acyl fatty acid synthase thioesterase, medium chain-like","LOC111124570","cvn:111124570"
"441","XM_022467549.1","brown","rna-XM_069263288.1","protein phosphatase 1 regulatory subunit 11-like","protein phosphatase 1 regulatory subunit 11-like","LOC111124578","cvn:111124578"
"442","XM_022467572.1","brown","rna-XM_069273929.1","lysosomal Pro-X carboxypeptidase-like","lysosomal Pro-X carboxypeptidase-like","LOC111124590","cvn:111124590"
"443","XM_022467577.1","brown","rna-XM_069273975.1","39S ribosomal protein L28, mitochondrial-like","39S ribosomal protein L28, mitochondrial-like","LOC111124595","cvn:111124595"
"444","XM_022468113.1","brown","rna-XM_069274005.1","5-hydroxyisourate hydrolase-like","5-hydroxyisourate hydrolase-like","LOC111124868","cvn:111124868"
"445","XM_022468150.1","brown","rna-XM_069268063.1","caspase-7-like","caspase-7-like","LOC111124890","cvn:111124890"
"446","XM_022468213.1","brown","rna-XM_069274843.1","exosome complex component RRP43-like","exosome complex component RRP43-like","LOC111124912","cvn:111124912"
"447","XM_022468287.1","brown","rna-XM_069251966.1","thioredoxin domain-containing protein 3 homolog","thioredoxin domain-containing protein 3 homolog","LOC111124944","cvn:111124944"
"448","XM_022468287.1","brown","rna-XM_069251966.1","thioredoxin domain-containing protein 3 homolog","thioredoxin domain-containing protein 3 homolog","LOC111124944","cvn:111124944"
"449","XM_022469898.1","brown","rna-XM_069263894.1","proteasome subunit beta type-7-like","proteasome subunit beta type-7-like","LOC111125779","cvn:111125779"
"450","XM_022470009.1","brown","rna-XM_069264996.1","V-type proton ATPase subunit G-like","V-type proton ATPase subunit G-like","LOC111125836","cvn:111125836"
"451","XM_022470085.1","brown","rna-XM_069274031.1","39S ribosomal protein L30, mitochondrial-like","39S ribosomal protein L30, mitochondrial-like","LOC111125877","cvn:111125877"
"452","XM_022470315.1","brown","rna-XM_069276277.1","U1 small nuclear ribonucleoprotein C-like","U1 small nuclear ribonucleoprotein C-like","LOC111125980","cvn:111125980"
"453","XM_022470328.1","brown","rna-XM_069265359.1","26S proteasome complex subunit SEM1-like","26S proteasome complex subunit SEM1-like","LOC111125990","cvn:111125990"
"454","XM_022470437.1","brown","rna-XM_069250327.1","activator of basal transcription 1-like","activator of basal transcription 1-like","LOC111126049","cvn:111126049"
"455","XM_022470476.1","brown","rna-XM_069265913.1","3-oxoacyl-[acyl-carrier-protein] reductase FabG-like","3-oxoacyl-[acyl-carrier-protein] reductase FabG-like","LOC111126079","cvn:111126079"
"456","XM_022470492.1","brown","rna-XM_069264083.1","prefoldin subunit 6-like","prefoldin subunit 6-like","LOC111126088","cvn:111126088"
"457","XM_022470515.1","brown","rna-XM_069274325.1","nucleoside diphosphate kinase A-like","nucleoside diphosphate kinase A-like","LOC111126109","cvn:111126109"
"458","XM_022470696.1","brown","rna-XM_069278535.1","ankyrin repeat domain-containing protein 49-like","ankyrin repeat domain-containing protein 49-like","LOC111126218","cvn:111126218"
"459","XM_022470765.1","brown","rna-XM_069276677.1","uncharacterized","uncharacterized","LOC111126254","cvn:111126254"
"460","XM_022470849.1","brown","rna-XM_069274009.1","methylmalonic aciduria type A protein, mitochondrial-like","methylmalonic aciduria type A protein, mitochondrial-like","LOC111126313","cvn:111126313"
"461","XM_022471078.1","brown","rna-XM_069258923.1","39S ribosomal protein L39, mitochondrial-like","39S ribosomal protein L39, mitochondrial-like","LOC111126431","cvn:111126431"
"462","XM_022471321.1","brown","rna-XM_069265070.1","protein SET-like","protein SET-like","LOC111126579","cvn:111126579"
"463","XM_022471623.1","brown","rna-XM_069265323.1","far upstream element-binding protein 1-like","far upstream element-binding protein 1-like","LOC111126771","cvn:111126771"
"464","XM_022471634.1","brown","rna-XM_069254524.1","replication protein A 14 kDa subunit-like","replication protein A 14 kDa subunit-like","LOC111126776","cvn:111126776"
"465","XM_022471802.1","brown","rna-XM_069245034.1","probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5","probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5","LOC111126886","cvn:111126886"
"466","XM_022471809.1","brown","rna-XM_069275066.1","trafficking protein particle complex subunit 2-like","trafficking protein particle complex subunit 2-like","LOC111126888","cvn:111126888"
"467","XM_022471821.1","brown","rna-XM_069275937.1","uncharacterized","uncharacterized","LOC111126874","cvn:111126874"
"468","XM_022472006.1","brown","rna-XM_069259613.1","neuromedin-U receptor 2-like","neuromedin-U receptor 2-like","LOC111127025","cvn:111127025"
"469","XM_022472577.1","brown","rna-XM_069259229.1","monocarboxylate transporter 12-like","monocarboxylate transporter 12-like","LOC111127411","cvn:111127411"
"470","XM_022473095.1","brown","rna-XM_069277271.1","PIN2/TERF1-interacting telomerase inhibitor 1-like","PIN2/TERF1-interacting telomerase inhibitor 1-like","LOC111127822","cvn:111127822"
"471","XM_022473124.1","brown","rna-XM_069264366.1","myosin-2 essential light chain-like","myosin-2 essential light chain-like","LOC111127825","cvn:111127825"
"472","XM_022473237.1","brown","rna-XM_069261557.1","proteasome subunit alpha type-6-like","proteasome subunit alpha type-6-like","LOC111127912","cvn:111127912"
"473","XM_022473377.1","brown","rna-XM_069262958.1","DNA polymerase epsilon subunit 4-like","DNA polymerase epsilon subunit 4-like","LOC111128010","cvn:111128010"
"474","XM_022473593.1","brown","rna-XM_069262106.1","cancer-related nucleoside-triphosphatase-like","cancer-related nucleoside-triphosphatase-like","LOC111128130","cvn:111128130"
"475","XM_022473649.1","brown","rna-XM_069282205.1","methionine aminopeptidase 1D, mitochondrial-like","methionine aminopeptidase 1D, mitochondrial-like","LOC111128175","cvn:111128175"
"476","XM_022473870.1","brown","rna-XM_069282540.1","putative glucose-6-phosphate 1-epimerase","putative glucose-6-phosphate 1-epimerase","LOC111128311","cvn:111128311"
"477","XM_022474080.1","brown","rna-XM_069260724.1","CDK-activating kinase assembly factor MAT1-like","CDK-activating kinase assembly factor MAT1-like","LOC111128470","cvn:111128470"
"478","XM_022474121.1","brown","rna-XM_069261452.1","zinc finger FYVE domain-containing protein 21-like","zinc finger FYVE domain-containing protein 21-like","LOC111128499","cvn:111128499"
"479","XM_022474241.1","brown","rna-XM_069281061.1","frataxin, mitochondrial-like","frataxin, mitochondrial-like","LOC111128562","cvn:111128562"
"480","XM_022474388.1","brown","rna-XM_069262031.1","39S ribosomal protein L14, mitochondrial-like","39S ribosomal protein L14, mitochondrial-like","LOC111128646","cvn:111128646"
"481","XM_022474587.1","brown","rna-XM_069253520.1","COMM domain-containing protein 1-like","COMM domain-containing protein 1-like","LOC111128755","cvn:111128755"
"482","XM_022474774.1","brown","rna-XM_069284535.1","tripartite motif-containing protein 5-like","tripartite motif-containing protein 5-like","LOC111128869","cvn:111128869"
"483","XM_022474850.1","brown","rna-XM_069282389.1","U6 snRNA-associated Sm-like protein LSm6","U6 snRNA-associated Sm-like protein LSm6","LOC111128900","cvn:111128900"
"484","XM_022474912.1","brown","rna-XM_069281634.1","peptidyl-prolyl cis-trans isomerase B-like","peptidyl-prolyl cis-trans isomerase B-like","LOC111128939","cvn:111128939"
"485","XM_022475216.1","brown","rna-XM_069262101.1","peroxiredoxin-5, mitochondrial-like","peroxiredoxin-5, mitochondrial-like","LOC111129097","cvn:111129097"
"486","XM_022475392.1","brown","rna-XM_069281191.1","perilipin-2-like","perilipin-2-like","LOC111129175","cvn:111129175"
"487","XM_022475418.1","brown","rna-XM_069260039.1","EF-hand calcium-binding domain-containing protein 11-like","EF-hand calcium-binding domain-containing protein 11-like","LOC111129187","cvn:111129187"
"488","XM_022475612.1","brown","rna-XM_069260922.1","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like","LOC111129319","cvn:111129319"
"489","XM_022475826.1","brown","rna-XM_069258827.1","neo-calmodulin-like","neo-calmodulin-like","LOC111129441","cvn:111129441"
"490","XM_022475826.1","brown","rna-XM_069258849.1","neo-calmodulin-like","neo-calmodulin-like","LOC111129441","cvn:111129441"
"491","XM_022475829.1","brown","rna-XM_069258842.1","calmodulin","calmodulin","LOC111129443","cvn:111129443"
"492","XM_022475829.1","brown","rna-XM_069258839.1","calmodulin","calmodulin","LOC111129443","cvn:111129443"
"493","XM_022475831.1","brown","rna-XM_069258841.1","calmodulin","calmodulin","LOC111129443","cvn:111129443"
"494","XM_022475857.1","brown","rna-XM_069260044.1","intraflagellar transport protein 43 homolog A-like","intraflagellar transport protein 43 homolog A-like","LOC111129466","cvn:111129466"
"495","XM_022475906.1","brown","rna-XM_069262307.1","small nuclear ribonucleoprotein Sm D2","small nuclear ribonucleoprotein Sm D2","LOC111129496","cvn:111129496"
"496","XM_022476254.1","brown","rna-XM_069248201.1","calmodulin-like protein 12","calmodulin-like protein 12","LOC111129797","cvn:111129797"
"497","XM_022476255.1","brown","rna-XM_069258844.1","calmodulin-like protein 12","calmodulin-like protein 12","LOC111129799","cvn:111129799"
"498","XM_022476311.1","brown","rna-XM_069275111.1","probable D-tyrosyl-tRNA(Tyr) deacylase 2","probable D-tyrosyl-tRNA(Tyr) deacylase 2","LOC111129835","cvn:111129835"
"499","XM_022476380.1","brown","rna-XM_069264371.1","myeloid differentiation primary response protein MyD88-like","myeloid differentiation primary response protein MyD88-like","LOC111129875","cvn:111129875"
"500","XM_022476416.1","brown","rna-XM_069261199.1","mitochondrial import receptor subunit TOM20 homolog","mitochondrial import receptor subunit TOM20 homolog","LOC111129897","cvn:111129897"
"501","XM_022476517.1","brown","rna-XM_069262051.1","ras-related protein Rab-1A","ras-related protein Rab-1A","LOC111129958","cvn:111129958"
"502","XM_022476578.1","brown","rna-XM_069245124.1","ubiquitin-like modifier-activating enzyme 1","ubiquitin-like modifier-activating enzyme 1","LOC111129998","cvn:111129998"
"503","XM_022476615.1","brown","rna-XM_069258826.1","calmodulin-like","calmodulin-like","LOC111130016","cvn:111130016"
"504","XM_022477125.1","brown","rna-XM_069262440.1","ubiquinone biosynthesis monooxygenase COQ6, mitochondrial-like","ubiquinone biosynthesis monooxygenase COQ6, mitochondrial-like","LOC111130282","cvn:111130282"
"505","XM_022477149.1","brown","rna-XM_069259907.1","26S proteasome regulatory subunit 10B","26S proteasome regulatory subunit 10B","LOC111130295","cvn:111130295"
"506","XM_022477191.1","brown","rna-XM_069260326.1","26S proteasome regulatory subunit 6B","26S proteasome regulatory subunit 6B","LOC111130300","cvn:111130300"
"507","XM_022477375.1","brown","rna-XM_069256397.1","charged multivesicular body protein 1a-like","charged multivesicular body protein 1a-like","LOC111130368","cvn:111130368"
