"","Cvirginica_KEGGID","Type","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Protein_name","Cvirginica_TranscriptID","Airradians_TranscriptID"
"109","cvn:111130094","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111130094",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L4-like","XM_022476789.1","rna-XM_069282010.1"
"110","cvn:111105616","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111105616",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L44-like","XM_022439983.1","rna-XM_069274837.1"
"111","cvn:111126614","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111126614",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L5-like","XM_022471372.1","rna-XM_069265382.1"
"112","cvn:111136247","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111136247",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L6-like","XM_022486957.1","rna-XM_069278913.1"
"113","cvn:111125367","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111125367",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L7a-like","XM_022469114.1","rna-XM_069265398.1"
"114","cvn:111137089","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111137089",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L8-like","XM_022488340.1","rna-XM_069249206.1"
"115","cvn:111127354","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111127354",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"60S ribosomal protein L9-like","XM_022472493.1","rna-XM_069275317.1"
"116","cvn:111120619","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111120619",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"probable 60S ribosomal protein L37-A","XM_022461471.1","rna-XM_069271243.1"
"117","cvn:111131216","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111131216",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"ubiquitin-40S ribosomal protein S27a","XM_022478637.1","rna-XM_069260816.1"
"118","cvn:111122600","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111122600",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"ubiquitin-60S ribosomal protein L40","XM_022464403.1","rna-XM_069259499.1"
"119","cvn:111131662","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111131662",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"ubiquitin-like protein FUBI","XM_022479295.1","rna-XM_069262158.1"
"120","cvn:111136789","Cohort WGNA modules brown + black","cvn03010","Ribosome",137,76,"111136789",0.554744525547445,1.50485199654529e-59,58.822506211196,1.61573582786968e-57,"uncharacterized","XM_022487897.1","rna-XM_069284040.1"
"121","cvn:111118069","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111118069",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"NHP2-like protein 1","XM_022457363.1","rna-XM_069268773.1"
"122","cvn:111134475","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111134475",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"RNA-binding protein 8A-like","XM_022483523.1","rna-XM_069252958.1"
"123","cvn:111125980","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111125980",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"U1 small nuclear ribonucleoprotein C-like","XM_022470315.1","rna-XM_069276277.1"
"124","cvn:111110150","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111110150",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"U6 snRNA-associated Sm-like protein LSm3","XM_022446537.1","rna-XM_069282862.1"
"125","cvn:111128900","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111128900",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"U6 snRNA-associated Sm-like protein LSm6","XM_022474850.1","rna-XM_069282389.1"
"126","cvn:111133056","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111133056",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"pre-mRNA-splicing factor SPF27-like","XM_022481121.1","rna-XM_069267349.1"
"127","cvn:111119654","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111119654",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"protein BUD31 homolog","XM_022460056.1","rna-XM_069267952.1"
"128","cvn:111120984","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111120984",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"protein mago nashi homolog 2","XM_022462065.1","rna-XM_069271356.1"
"129","cvn:111122102","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111122102",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"serine/arginine-rich splicing factor 2-like","XM_022463663.1","rna-XM_069266796.1"
"130","cvn:111122102","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111122102",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"serine/arginine-rich splicing factor 2-like","XM_022463663.1","rna-XM_069266797.1"
"131","cvn:111108729","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111108729",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"serine/arginine-rich splicing factor 7-like","XM_022444783.1","rna-XM_069277986.1"
"132","cvn:111137770","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111137770",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"serine/arginine-rich splicing factor 7-like","XM_022489440.1","rna-XM_069277712.1"
"133","cvn:111136320","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111136320",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"small nuclear ribonucleoprotein G-like","XM_022487084.1","rna-XM_069284190.1"
"134","cvn:111129496","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111129496",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"small nuclear ribonucleoprotein Sm D2","XM_022475906.1","rna-XM_069262307.1"
"135","cvn:111136413","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111136413",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"small nuclear ribonucleoprotein Sm D3-like","XM_022487245.1","rna-XM_069279442.1"
"136","cvn:111118274","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111118274",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"survival of motor neuron-related-splicing factor 30-like","XM_022457686.1","rna-XM_069250544.1"
"137","cvn:111138463","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111138463",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"thioredoxin-like protein 4A","XM_022490461.1","rna-XM_069278016.1"
"138","cvn:111120158","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111120158",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"transformer-2 protein homolog alpha-like","XM_022460885.1","rna-XM_069254512.1"
"139","cvn:111126498","Cohort WGNA modules brown + black","cvn03040","Spliceosome",141,18,"111126498",0.127659574468085,0.00154388315673168,2.81138557077932,0.0414410742070081,"zinc finger matrin-type protein 2-like","XM_022471185.1","rna-XM_069274284.1"
"140","cvn:111136090","Cohort WGNA modules brown + black","cvn04122","Sulfur relay system",12,4,"111136090",0.333333333333333,0.00411157534666807,2.385991746669,0.0882906706021354,"cysteine desulfurase, mitochondrial-like","XM_022486692.1","rna-XM_069257635.1"
"141","cvn:111099660","Cohort WGNA modules brown + black","cvn04122","Sulfur relay system",12,4,"111099660",0.333333333333333,0.00411157534666807,2.385991746669,0.0882906706021354,"cytoplasmic tRNA 2-thiolation protein 1-like","XM_022431027.1","rna-XM_069282011.1"
"142","cvn:111134884","Cohort WGNA modules brown + black","cvn04122","Sulfur relay system",12,4,"111134884",0.333333333333333,0.00411157534666807,2.385991746669,0.0882906706021354,"cytoplasmic tRNA 2-thiolation protein 2-like","XM_022484394.1","rna-XM_069253982.1"
"143","cvn:111134884","Cohort WGNA modules brown + black","cvn04122","Sulfur relay system",12,4,"111134884",0.333333333333333,0.00411157534666807,2.385991746669,0.0882906706021354,"cytoplasmic tRNA 2-thiolation protein 2-like","XM_022484394.1","rna-XM_069255884.1"
"144","cvn:111134884","Cohort WGNA modules brown + black","cvn04122","Sulfur relay system",12,4,"111134884",0.333333333333333,0.00411157534666807,2.385991746669,0.0882906706021354,"cytoplasmic tRNA 2-thiolation protein 2-like","XM_022484393.1","rna-XM_069255878.1"
"145","cvn:111126179","Cohort WGNA modules brown + black","cvn04122","Sulfur relay system",12,4,"111126179",0.333333333333333,0.00411157534666807,2.385991746669,0.0882906706021354,"ubiquitin-related modifier 1-like","XM_022470632.1","rna-XM_069264720.1"
